version,archivo_origen,formato_origen,fila_origen,bloque,tipo_medida,variable_1,variable_2,valor,n_observaciones,decision_metodologica,decision,criterio,medida
13,reporte_redundancias_correlaciones_v13.csv,detallado,58,Urbanismo e infraestructuras,correlacion_pearson,Programas de Actuacion Aislada [n],Programas de Actuacion Aislada - superficie total [m2],"0,435",19,Numero de PAA y superficie afectada no son equivalentes; se conserva tambien superficie normalizada.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,1,Hechos discriminatorios,correlacion_pearson,Hechos discriminatorios - Genero [n],Hechos discriminatorios - LGTBIFobia [n],"0,748",19,Fusionadas como discriminacion por sexo-genero y diversidad sexual.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,2,Medio ambiente,correlacion_pearson,Contaminacion - PM10(�g/m�) [media],Contaminacion - PM2.5(�g/m�) [media],"0,749",17,PM10 y PM2.5 se integran en un indice estandarizado de particulas.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,3,Medio ambiente,correlacion_pearson,Contaminacion - PM10(�g/m�) [media],Contaminacion - Ozono(�g/m�) [media],"-0,076",15,Ozono se mantiene separado porque su comportamiento territorial es distinto al de las particulas.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,4,Medio ambiente,correlacion_pearson,Contaminacion - PM2.5(�g/m�) [media],Contaminacion - Ozono(�g/m�) [media],"0,525",13,Ozono se mantiene separado porque no mide material particulado.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,5,Medio ambiente,correlacion_pearson,Contaminacion - NO(�g/m�) [media],Contaminacion - NOx(�g/m�) [media],"0,267",19,"NO, NO2 y NOx son muy redundantes; se conserva NO2 como indicador mas interpretable de trafico urbano.",,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,6,Medio ambiente,correlacion_pearson,Contaminacion - NO2(�g/m�) [media],Contaminacion - NOx(�g/m�) [media],"0,320",19,NOx se elimina por redundancia con NO2.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,7,Medio ambiente,correlacion_pearson,Contaminacion - NO(�g/m�) [media],Contaminacion - NO2(�g/m�) [media],"0,922",19,NO se elimina por redundancia con NO2.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,8,Medio ambiente,correlacion_pearson,Contaminacion - SO2(�g/m�) [media],Contaminacion - Ozono(�g/m�) [media],"-0,372",15,SO2 se elimina; se conserva un conjunto de contaminantes mas interpretable.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,9,Movilidad,correlacion_pearson,Edat mitjana dels turismes particulars [2025],Percentatge de turismes particulars de 10 i més anys [2025],"0,002",19,Se conserva la edad media de los turismos y se elimina el porcentaje de turismos de 10 o mas anos.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,10,Movilidad,correlacion_pearson,Edat mitjana dels turismes particulars [2025],Percentatge de turismes particulars de 16 i més CV [2025],"-0,604",19,Se elimina el porcentaje de turismos de 16 o mas CV para reducir detalle no esencial.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,11,Bienestar social - vulnerabilidad,correlacion_pearson,Vulnerabilidad global [indice],Vulnerabilidad economia [indice],"0,239",16,Se conservan ambos indices: el global resume la vulnerabilidad general y economia mantiene una dimension especifica.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,12,Bienestar social - vulnerabilidad,correlacion_pearson,Vulnerabilidad global [indice],Vulnerabilidad demografia [indice],"0,228",16,Se conservan los indices porque cada uno representa una dimension distinta de vulnerabilidad.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,13,Bienestar social - cheques escolares,correlacion_pearson,Bienestar social | Distribución de concesiones de Cheques escolares según cobertura. Distritos. Curso 202425 | Cheques concedidos,"Bienestar social | Distribución de solicitudes de Cheques escolares, concesiones y renta familiar media. Distritos. Curso 202425 | Concedidos","1,000",19,Los concedidos aparecen duplicados en dos tablas fuente; se conserva la cobertura y el porcentaje concedido sobre solicitudes.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,14,Bienestar social - cheques escolares,correlacion_pearson,Bienestar social | Distribución de concesiones de Cheques escolares según cobertura. Distritos. Curso 202425 | Cobertura,"Bienestar social | Distribución de solicitudes de Cheques escolares, concesiones y renta familiar media. Distritos. Curso 202425 | Porcentaje de concedidos","0,825",19,"Cobertura y porcentaje concedido sobre solicitudes miden aspectos relacionados pero no identicos, por eso se mantienen separadas.",,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,15,Pobreza,correlacion_pearson,Pobreza 2025 movil | No [%],Pobreza 2025 lavadora | No [%],"0,535",19,Se conservan ambas carencias seleccionadas por su interpretacion material directa.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,16,Educacion - titulacion,correlacion_pearson,Padron 2025 titulacion 18+ | Bachiller FP2 o superior [%],"Educacion superior [% distrito, mayores 15, censo 2022]","0,995",19,Se conserva Padron 2025 en porcentajes y se eliminan indicadores de censo 2022 por solapamiento temporal y conceptual.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,17,Educacion - PAU,correlacion_pearson,Educacion | Resultados de Bachillerato y notas PAU por distrito. Curso 202425 | Alumnado matriculado,Educacion | Resultados de Bachillerato y notas PAU por distrito. Curso 202425 | Alumnado presentado,"1,000",18,No se conserva el recuento absoluto de presentados; se transforma en porcentaje sobre alumnado matriculado.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,18,Educacion - PAU,correlacion_pearson,Educacion | Resultados de Bachillerato y notas PAU por distrito. Curso 202425 | Media expediente de Bachillerato,Educacion | Resultados de Bachillerato y notas PAU por distrito. Curso 202425 | Media PAU,"-0,161",18,Se conserva la media PAU y la diferencia expediente-PAU como medida complementaria de brecha entre evaluacion interna y externa.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,19,Educacion - PAU,correlacion_pearson,Educacion | Resultados de Bachillerato y notas PAU por distrito. Curso 202425 | Alumnado presentado,Educacion | Resultados de Bachillerato y notas PAU por distrito. Curso 202425 | Alumnado apto,"0,998",18,El porcentaje de aptos resume el resultado academico evitando conservar recuentos absolutos.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,45,Economia,correlacion_pearson,INE - Renta media por persona [EUR distrito],INE - Renta media por hogar [EUR distrito],"0,973",19,Rentas por persona y por hogar presentan solapamiento; se conserva renta por persona como indicador principal.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,46,Economia,correlacion_pearson,INE - Renta media por persona [EUR distrito],INE - Media renta por unidad de consumo [EUR distrito],"0,996",19,Las distintas medidas medias de renta son muy próximas; se conserva renta por persona y mediana por unidad de consumo.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,47,Economia,correlacion_pearson,INE 2023 desigualdad | Índice de Gini [distrito],INE 2023 desigualdad | Distribución de la renta P80/P20 [distrito],"0,881",19,Gini y P80/P20 miden desigualdad; se conserva Gini como indicador sintetico.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,48,Economia,correlacion_pearson,IBI - media Num. Recibos totales,IBI - media Importe Recibos totales,"0,698",19,IBI se elimina del bloque final por su caracter fiscal-administrativo y su solapamiento con valor catastral/renta.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,49,Economia,correlacion_pearson,IAE - media Numero recibos totales,IAE - media Importe recibos totales,"0,857",19,IAE se elimina del bloque final porque la actividad economica queda resumida por empresas y actividades por habitante.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,50,Economia,correlacion_pearson,IVTM - media Recibos Totales,"IVTM - media Importe Rec, Totales","0,887",19,IVTM se elimina del bloque final porque duplica informacion fiscal ligada al parque de vehiculos ya tratado en movilidad.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,51,Consumo publico,correlacion_pearson,Renta consumo precios 2024 alumbrado publico | Consumo electrico [kWh],Renta consumo precios 2024 alumbrado publico | Facturacion [EUR],"0,999",19,Se conserva consumo electrico normalizado por km2 y se elimina facturacion absoluta.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,52,Consumo publico,correlacion_pearson,Renta consumo precios 2024 pasos inferiores | Puntos alumbrado total [n],Renta consumo precios 2024 pasos inferiores | Potencia instalada total [kW],"0,971",19,Se conserva potencia instalada total por km2 y se eliminan puntos y tecnologias desagregadas.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,53,Consumo publico,correlacion_pearson,Renta consumo precios 2024 monumentos | Puntos alumbrado total [n],Renta consumo precios 2024 monumentos | Potencia instalada total [kW],"1,000",19,Se conserva potencia instalada total por km2 y se eliminan puntos y tecnologias desagregadas.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,54,Urbanismo e infraestructuras,correlacion_pearson,Edificacion vivienda 2025 superficie construida | Total [n],Edificacion vivienda 2025 solares | Numero [n],"0,169",19,Se verifica que no es suma de solares; son dimensiones distintas.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,55,Urbanismo e infraestructuras,correlacion_pearson,Edificacion vivienda 2025 parcelas urbanas | Total [n],Edificacion vivienda 2025 solares | Numero [n],"1,000",19,Parcelas urbanas y solares son casi equivalentes en estos datos; se evita duplicar recuentos.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,56,Urbanismo e infraestructuras,correlacion_pearson,Programas de Actuacion Aislada [n],PAA - proyectos [por_km2],"0,841",19,Se conserva la densidad territorial de PAA y se elimina el recuento absoluto.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,57,Urbanismo e infraestructuras,correlacion_pearson,Programas de Actuacion Aislada [n],PAA - proyectos [por_1000_hab],"0,904",19,La tasa poblacional es derivada del mismo recuento; se prioriza la lectura territorial.,,,
14,reporte_redundancias_correlaciones_v14.csv,detallado,58,Urbanismo e infraestructuras,correlacion_pearson,Programas de Actuacion Aislada [n],Programas de Actuacion Aislada - superficie total [m2],"0,435",19,Numero de PAA y superficie afectada no son equivalentes; se conserva tambien superficie normalizada.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,1,Hechos discriminatorios,correlacion_pearson,Hechos discriminatorios - Genero [n],Hechos discriminatorios - LGTBIFobia [n],"0,748",19,Fusionadas como discriminacion por sexo-genero y diversidad sexual.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,2,Medio ambiente,correlacion_pearson,Contaminacion - PM10(�g/m�) [media],Contaminacion - PM2.5(�g/m�) [media],"0,749",17,PM10 y PM2.5 se integran en un indice estandarizado de particulas.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,3,Medio ambiente,correlacion_pearson,Contaminacion - PM10(�g/m�) [media],Contaminacion - Ozono(�g/m�) [media],"-0,076",15,Ozono se mantiene separado porque su comportamiento territorial es distinto al de las particulas.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,4,Medio ambiente,correlacion_pearson,Contaminacion - PM2.5(�g/m�) [media],Contaminacion - Ozono(�g/m�) [media],"0,525",13,Ozono se mantiene separado porque no mide material particulado.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,5,Medio ambiente,correlacion_pearson,Contaminacion - NO(�g/m�) [media],Contaminacion - NOx(�g/m�) [media],"0,267",19,"NO, NO2 y NOx son muy redundantes; se conserva NO2 como indicador mas interpretable de trafico urbano.",,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,6,Medio ambiente,correlacion_pearson,Contaminacion - NO2(�g/m�) [media],Contaminacion - NOx(�g/m�) [media],"0,320",19,NOx se elimina por redundancia con NO2.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,7,Medio ambiente,correlacion_pearson,Contaminacion - NO(�g/m�) [media],Contaminacion - NO2(�g/m�) [media],"0,922",19,NO se elimina por redundancia con NO2.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,8,Medio ambiente,correlacion_pearson,Contaminacion - SO2(�g/m�) [media],Contaminacion - Ozono(�g/m�) [media],"-0,372",15,SO2 se elimina; se conserva un conjunto de contaminantes mas interpretable.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,9,Movilidad,correlacion_pearson,Edat mitjana dels turismes particulars [2025],Percentatge de turismes particulars de 10 i més anys [2025],"0,002",19,Se conserva la edad media de los turismos y se elimina el porcentaje de turismos de 10 o mas anos.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,10,Movilidad,correlacion_pearson,Edat mitjana dels turismes particulars [2025],Percentatge de turismes particulars de 16 i més CV [2025],"-0,604",19,Se elimina el porcentaje de turismos de 16 o mas CV para reducir detalle no esencial.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,11,Bienestar social - vulnerabilidad,correlacion_pearson,Vulnerabilidad global [indice],Vulnerabilidad economia [indice],"0,239",16,Se conservan ambos indices: el global resume la vulnerabilidad general y economia mantiene una dimension especifica.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,12,Bienestar social - vulnerabilidad,correlacion_pearson,Vulnerabilidad global [indice],Vulnerabilidad demografia [indice],"0,228",16,Se conservan los indices porque cada uno representa una dimension distinta de vulnerabilidad.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,13,Bienestar social - cheques escolares,correlacion_pearson,Bienestar social | Distribución de concesiones de Cheques escolares según cobertura. Distritos. Curso 202425 | Cheques concedidos,"Bienestar social | Distribución de solicitudes de Cheques escolares, concesiones y renta familiar media. Distritos. Curso 202425 | Concedidos","1,000",19,Los concedidos aparecen duplicados en dos tablas fuente; se conserva la cobertura y el porcentaje concedido sobre solicitudes.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,14,Bienestar social - cheques escolares,correlacion_pearson,Bienestar social | Distribución de concesiones de Cheques escolares según cobertura. Distritos. Curso 202425 | Cobertura,"Bienestar social | Distribución de solicitudes de Cheques escolares, concesiones y renta familiar media. Distritos. Curso 202425 | Porcentaje de concedidos","0,825",19,"Cobertura y porcentaje concedido sobre solicitudes miden aspectos relacionados pero no identicos, por eso se mantienen separadas.",,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,15,Pobreza,correlacion_pearson,Pobreza 2025 movil | No [%],Pobreza 2025 lavadora | No [%],"0,535",19,Se conservan ambas carencias seleccionadas por su interpretacion material directa.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,16,Educacion - titulacion,correlacion_pearson,Padron 2025 titulacion 18+ | Bachiller FP2 o superior [%],"Educacion superior [% distrito, mayores 15, censo 2022]","0,995",19,Se conserva Padron 2025 en porcentajes y se eliminan indicadores de censo 2022 por solapamiento temporal y conceptual.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,17,Educacion - PAU,correlacion_pearson,Educacion | Resultados de Bachillerato y notas PAU por distrito. Curso 202425 | Alumnado matriculado,Educacion | Resultados de Bachillerato y notas PAU por distrito. Curso 202425 | Alumnado presentado,"1,000",18,No se conserva el recuento absoluto de presentados; se transforma en porcentaje sobre alumnado matriculado.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,18,Educacion - PAU,correlacion_pearson,Educacion | Resultados de Bachillerato y notas PAU por distrito. Curso 202425 | Media expediente de Bachillerato,Educacion | Resultados de Bachillerato y notas PAU por distrito. Curso 202425 | Media PAU,"-0,161",18,Se conserva la media PAU y la diferencia expediente-PAU como medida complementaria de brecha entre evaluacion interna y externa.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,19,Educacion - PAU,correlacion_pearson,Educacion | Resultados de Bachillerato y notas PAU por distrito. Curso 202425 | Alumnado presentado,Educacion | Resultados de Bachillerato y notas PAU por distrito. Curso 202425 | Alumnado apto,"0,998",18,El porcentaje de aptos resume el resultado academico evitando conservar recuentos absolutos.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,45,Economia,correlacion_pearson,INE - Renta media por persona [EUR distrito],INE - Renta media por hogar [EUR distrito],"0,973",19,Rentas por persona y por hogar presentan solapamiento; se conserva renta por persona como indicador principal.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,46,Economia,correlacion_pearson,INE - Renta media por persona [EUR distrito],INE - Media renta por unidad de consumo [EUR distrito],"0,996",19,Las distintas medidas medias de renta son muy próximas; se conserva renta por persona y mediana por unidad de consumo.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,47,Economia,correlacion_pearson,INE 2023 desigualdad | Índice de Gini [distrito],INE 2023 desigualdad | Distribución de la renta P80/P20 [distrito],"0,881",19,Gini y P80/P20 miden desigualdad; se conserva Gini como indicador sintetico.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,48,Economia,correlacion_pearson,IBI - media Num. Recibos totales,IBI - media Importe Recibos totales,"0,698",19,IBI se elimina del bloque final por su caracter fiscal-administrativo y su solapamiento con valor catastral/renta.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,49,Economia,correlacion_pearson,IAE - media Numero recibos totales,IAE - media Importe recibos totales,"0,857",19,IAE se elimina del bloque final porque la actividad economica queda resumida por empresas y actividades por habitante.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,50,Economia,correlacion_pearson,IVTM - media Recibos Totales,"IVTM - media Importe Rec, Totales","0,887",19,IVTM se elimina del bloque final porque duplica informacion fiscal ligada al parque de vehiculos ya tratado en movilidad.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,51,Consumo publico,correlacion_pearson,Renta consumo precios 2024 alumbrado publico | Consumo electrico [kWh],Renta consumo precios 2024 alumbrado publico | Facturacion [EUR],"0,999",19,Se conserva consumo electrico normalizado por km2 y se elimina facturacion absoluta.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,52,Consumo publico,correlacion_pearson,Renta consumo precios 2024 pasos inferiores | Puntos alumbrado total [n],Renta consumo precios 2024 pasos inferiores | Potencia instalada total [kW],"0,971",19,Se conserva potencia instalada total por km2 y se eliminan puntos y tecnologias desagregadas.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,53,Consumo publico,correlacion_pearson,Renta consumo precios 2024 monumentos | Puntos alumbrado total [n],Renta consumo precios 2024 monumentos | Potencia instalada total [kW],"1,000",19,Se conserva potencia instalada total por km2 y se eliminan puntos y tecnologias desagregadas.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,54,Urbanismo e infraestructuras,correlacion_pearson,Edificacion vivienda 2025 superficie construida | Total [n],Edificacion vivienda 2025 solares | Numero [n],"0,169",19,Se verifica que no es suma de solares; son dimensiones distintas.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,55,Urbanismo e infraestructuras,correlacion_pearson,Edificacion vivienda 2025 parcelas urbanas | Total [n],Edificacion vivienda 2025 solares | Numero [n],"1,000",19,Parcelas urbanas y solares son casi equivalentes en estos datos; se evita duplicar recuentos.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,56,Urbanismo e infraestructuras,correlacion_pearson,Programas de Actuacion Aislada [n],PAA - proyectos [por_km2],"0,841",19,Se conserva la densidad territorial de PAA y se elimina el recuento absoluto.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,57,Urbanismo e infraestructuras,correlacion_pearson,Programas de Actuacion Aislada [n],PAA - proyectos [por_1000_hab],"0,904",19,La tasa poblacional es derivada del mismo recuento; se prioriza la lectura territorial.,,,
15,reporte_redundancias_correlaciones_v15.csv,detallado,58,Urbanismo e infraestructuras,correlacion_pearson,Programas de Actuacion Aislada [n],Programas de Actuacion Aislada - superficie total [m2],"0,435",19,Numero de PAA y superficie afectada no son equivalentes; se conserva tambien superficie normalizada.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,1,Hechos discriminatorios,correlacion_pearson,Hechos discriminatorios - Genero [n],Hechos discriminatorios - LGTBIFobia [n],"0,748",19,Fusionadas como discriminacion por sexo-genero y diversidad sexual.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,2,Medio ambiente,correlacion_pearson,Contaminacion - PM10(�g/m�) [media],Contaminacion - PM2.5(�g/m�) [media],"0,749",17,PM10 y PM2.5 se integran en un indice estandarizado de particulas.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,3,Medio ambiente,correlacion_pearson,Contaminacion - PM10(�g/m�) [media],Contaminacion - Ozono(�g/m�) [media],"-0,076",15,Ozono se mantiene separado porque su comportamiento territorial es distinto al de las particulas.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,4,Medio ambiente,correlacion_pearson,Contaminacion - PM2.5(�g/m�) [media],Contaminacion - Ozono(�g/m�) [media],"0,525",13,Ozono se mantiene separado porque no mide material particulado.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,5,Medio ambiente,correlacion_pearson,Contaminacion - NO(�g/m�) [media],Contaminacion - NOx(�g/m�) [media],"0,267",19,"NO, NO2 y NOx son muy redundantes; se conserva NO2 como indicador mas interpretable de trafico urbano.",,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,6,Medio ambiente,correlacion_pearson,Contaminacion - NO2(�g/m�) [media],Contaminacion - NOx(�g/m�) [media],"0,320",19,NOx se elimina por redundancia con NO2.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,7,Medio ambiente,correlacion_pearson,Contaminacion - NO(�g/m�) [media],Contaminacion - NO2(�g/m�) [media],"0,922",19,NO se elimina por redundancia con NO2.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,8,Medio ambiente,correlacion_pearson,Contaminacion - SO2(�g/m�) [media],Contaminacion - Ozono(�g/m�) [media],"-0,372",15,SO2 se elimina; se conserva un conjunto de contaminantes mas interpretable.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,9,Movilidad,correlacion_pearson,Edat mitjana dels turismes particulars [2025],Percentatge de turismes particulars de 10 i més anys [2025],"0,002",19,Se conserva la edad media de los turismos y se elimina el porcentaje de turismos de 10 o mas anos.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,10,Movilidad,correlacion_pearson,Edat mitjana dels turismes particulars [2025],Percentatge de turismes particulars de 16 i més CV [2025],"-0,604",19,Se elimina el porcentaje de turismos de 16 o mas CV para reducir detalle no esencial.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,11,Bienestar social - vulnerabilidad,correlacion_pearson,Vulnerabilidad global [indice],Vulnerabilidad economia [indice],"0,239",16,Se conservan ambos indices: el global resume la vulnerabilidad general y economia mantiene una dimension especifica.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,12,Bienestar social - vulnerabilidad,correlacion_pearson,Vulnerabilidad global [indice],Vulnerabilidad demografia [indice],"0,228",16,Se conservan los indices porque cada uno representa una dimension distinta de vulnerabilidad.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,13,Bienestar social - cheques escolares,correlacion_pearson,Bienestar social | Distribución de concesiones de Cheques escolares según cobertura. Distritos. Curso 202425 | Cheques concedidos,"Bienestar social | Distribución de solicitudes de Cheques escolares, concesiones y renta familiar media. Distritos. Curso 202425 | Concedidos","1,000",19,Los concedidos aparecen duplicados en dos tablas fuente; se conserva la cobertura y el porcentaje concedido sobre solicitudes.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,14,Bienestar social - cheques escolares,correlacion_pearson,Bienestar social | Distribución de concesiones de Cheques escolares según cobertura. Distritos. Curso 202425 | Cobertura,"Bienestar social | Distribución de solicitudes de Cheques escolares, concesiones y renta familiar media. Distritos. Curso 202425 | Porcentaje de concedidos","0,825",19,"Cobertura y porcentaje concedido sobre solicitudes miden aspectos relacionados pero no identicos, por eso se mantienen separadas.",,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,15,Pobreza,correlacion_pearson,Pobreza 2025 movil | No [%],Pobreza 2025 lavadora | No [%],"0,535",19,Se conservan ambas carencias seleccionadas por su interpretacion material directa.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,16,Educacion - titulacion,correlacion_pearson,Padron 2025 titulacion 18+ | Bachiller FP2 o superior [%],"Educacion superior [% distrito, mayores 15, censo 2022]","0,995",19,Se conserva Padron 2025 en porcentajes y se eliminan indicadores de censo 2022 por solapamiento temporal y conceptual.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,17,Educacion - PAU,correlacion_pearson,Educacion | Resultados de Bachillerato y notas PAU por distrito. Curso 202425 | Alumnado matriculado,Educacion | Resultados de Bachillerato y notas PAU por distrito. Curso 202425 | Alumnado presentado,"1,000",18,No se conserva el recuento absoluto de presentados; se transforma en porcentaje sobre alumnado matriculado.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,18,Educacion - PAU,correlacion_pearson,Educacion | Resultados de Bachillerato y notas PAU por distrito. Curso 202425 | Media expediente de Bachillerato,Educacion | Resultados de Bachillerato y notas PAU por distrito. Curso 202425 | Media PAU,"-0,161",18,Se conserva la media PAU y la diferencia expediente-PAU como medida complementaria de brecha entre evaluacion interna y externa.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,19,Educacion - PAU,correlacion_pearson,Educacion | Resultados de Bachillerato y notas PAU por distrito. Curso 202425 | Alumnado presentado,Educacion | Resultados de Bachillerato y notas PAU por distrito. Curso 202425 | Alumnado apto,"0,998",18,El porcentaje de aptos resume el resultado academico evitando conservar recuentos absolutos.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,45,Economia,correlacion_pearson,INE - Renta media por persona [EUR distrito],INE - Renta media por hogar [EUR distrito],"0,973",19,Rentas por persona y por hogar presentan solapamiento; se conserva renta por persona como indicador principal.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,46,Economia,correlacion_pearson,INE - Renta media por persona [EUR distrito],INE - Media renta por unidad de consumo [EUR distrito],"0,996",19,Las distintas medidas medias de renta son muy próximas; se conserva renta por persona y mediana por unidad de consumo.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,47,Economia,correlacion_pearson,INE 2023 desigualdad | Índice de Gini [distrito],INE 2023 desigualdad | Distribución de la renta P80/P20 [distrito],"0,881",19,Gini y P80/P20 miden desigualdad; se conserva Gini como indicador sintetico.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,48,Economia,correlacion_pearson,IBI - media Num. Recibos totales,IBI - media Importe Recibos totales,"0,698",19,IBI se elimina del bloque final por su caracter fiscal-administrativo y su solapamiento con valor catastral/renta.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,49,Economia,correlacion_pearson,IAE - media Numero recibos totales,IAE - media Importe recibos totales,"0,857",19,IAE se elimina del bloque final porque la actividad economica queda resumida por empresas y actividades por habitante.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,50,Economia,correlacion_pearson,IVTM - media Recibos Totales,"IVTM - media Importe Rec, Totales","0,887",19,IVTM se elimina del bloque final porque duplica informacion fiscal ligada al parque de vehiculos ya tratado en movilidad.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,51,Consumo publico,correlacion_pearson,Renta consumo precios 2024 alumbrado publico | Consumo electrico [kWh],Renta consumo precios 2024 alumbrado publico | Facturacion [EUR],"0,999",19,Se conserva consumo electrico normalizado por km2 y se elimina facturacion absoluta.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,52,Consumo publico,correlacion_pearson,Renta consumo precios 2024 pasos inferiores | Puntos alumbrado total [n],Renta consumo precios 2024 pasos inferiores | Potencia instalada total [kW],"0,971",19,Se conserva potencia instalada total por km2 y se eliminan puntos y tecnologias desagregadas.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,53,Consumo publico,correlacion_pearson,Renta consumo precios 2024 monumentos | Puntos alumbrado total [n],Renta consumo precios 2024 monumentos | Potencia instalada total [kW],"1,000",19,Se conserva potencia instalada total por km2 y se eliminan puntos y tecnologias desagregadas.,,,
16,reporte_redundancias_correlaciones_v16.csv,detallado,54,Urbanismo e infraestructuras,correlacion_pearson,Edificacion vivienda 2025 superficie construida | Total [n],Edificacion vivienda 2025 solares | Numero [n],"0,169",19,Se verifica que no es suma de solares; son dimensiones distintas.,,,
