refman,hoja,coorx,coory
60289,YJ2762G,725929.89,4372633.98
45239,YJ2742D,724430.79,4372149.47
46247,YJ2742D,724505.14,4372185.4
46249,YJ2742D,724539.87,4372242.37
46233,YJ2742D,724564.18,4372166.45
41322,YJ2743C,724049.81,4373095.48
42352,YJ2743E,724137.96,4373355.29
43359,YJ2743E,724228.09,4373352
42348,YJ2743C,724089.35,4373215.02
40323,YJ2743C,723975.08,4373066.53
40327,YJ2743A,723900.08,4373020.63
35203,YJ2732B,723462.64,4371860.81
40319,YJ2743A,723939.88,4372960.32
33438,YJ2734C,723243.42,4374117.2
33426,YJ2734C,723295.41,4374040.13
35419,YJ2734A,723347.19,4373935.38
35402,YJ2734B,723402.1,4373838.36
34066,YJ2730E,723341.73,4370411.03
40183,YJ2741G,723954.66,4371660.54
40189,YJ2741G,723926.75,4371619.96
40185,YJ2741G,723954.65,4371613.96
41188,YJ2741G,724001.54,4371613.74
40172,YJ2741G,723944.35,4371583.5
50222,YJ2752C,724925.86,4372072.57
40276,YJ2742E,723925.09,4372508.51
40252,YJ2742E,723928.18,4372370.18
34368,YJ2733E,723359.56,4373390.4
32376,YJ2733E,723185.94,4373542.77
32373,YJ2733G,723137.1,4373586.15
32384,YJ2733G,723126.75,4373697.29
32394,YJ2733G,723158.24,4373786.9
33406,YJ2734A,723271.45,4373855.45
48886,YJ2748H,724789.87,4378650.8
48874,YJ2748H,724718.29,4378588.9
47876,YJ2748F,724703.31,4378494.24
74061,YJ2770E,727355.5,4370404.56
41464,YJ2744E,724097.77,4374452.81
41477,YJ2744E,723999.27,4374525.68
74351,YJ2773E,727314.87,4373368.66
75379,YJ2773F,727445.87,4373530.99
74385,YJ2773G,727352.55,4373612.46
59282,YJ2752H,725795.07,4372641.24
59289,YJ2752H,725825.82,4372650.24
59284,YJ2752H,725880.18,4372640.16
72436,YJ2774C,727125.21,4374129.28
72439,YJ2774C,727178.32,4374143.28
73438,YJ2774C,727207.91,4374141.41
73437,YJ2774C,727217.75,4374103.03
72437,YJ2774C,727107.66,4374096.67
71435,YJ2774C,727060.92,4374096.63
71424,YJ2774C,727076.59,4374038.53
49196,YJ2741H,724837.4,4371691.18
50199,YJ2751G,724933.29,4371721.27
48185,YJ2741H,724760.7,4371607.59
37216,YJ2732B,723560.37,4371939.48
37217,YJ2732B,723594.01,4371888.34
43250,YJ2742E,724148.69,4372321.67
42250,YJ2742E,724035.97,4372306.66
42265,YJ2742E,724175.62,4372390.04
42260,YJ2742E,724052.69,4372403.28
49442,YJ2744D,724812.86,4374278.73
49449,YJ2744D,724839.85,4374255.87
49449,YJ2744D,724821.83,4374254.83
21566,YJ2725E,722053.67,4375397.56
21568,YJ2725E,722005.93,4375412.79
21579,YJ2725G,722068.82,4375443.65
42944,YJ2649C,724158.12,4369265.07
21579,YJ2725G,722039.9,4375582.34
23585,YJ2725G,722272.05,4375581.66
22552,YJ2725E,722127.26,4375376.48
30175,YJ2731E,722964.7,4371527.13
31178,YJ2731G,723002.39,4371563.93
31176,YJ2731E,723042.08,4371516.1
32177,YJ2731E,723103.94,4371521.97
31172,YJ2731G,723034.26,4371568.28
31179,YJ2731G,723063.17,4371543.12
90729,YJ2697A,728948.8,4367039.54
70722,YJ2677C,726943.75,4367093.48
71721,YJ2677C,726992.29,4367046.45
69729,YJ2667B,726833.13,4367033.68
70757,YJ2677E,726911.91,4367317.42
57472,YJ2754H,725649.8,4374572.64
16631,YJ2716D,721484.62,4376177.88
58471,YJ2754H,725705.33,4374553.89
46436,YJ2744D,724520.99,4374110.4
46425,YJ2744B,724562.91,4374014.62
46428,YJ2744B,724506.8,4374026.18
75426,YJ2774B,727438.9,4374022.44
75401,YJ2774B,727379.23,4373866.85
74413,YJ2774A,727365.15,4373973.29
75411,YJ2774B,727414.48,4373969.34
75412,YJ2774B,727438.31,4373967.12
75425,YJ2774B,727490.83,4374016.72
76428,YJ2774B,727530.7,4373968.89
76419,YJ2774B,727532.17,4373937.71
76416,YJ2774B,727526.73,4373902.24
36200,YJ2732B,723427.07,4371805.59
37200,YJ2732B,723561.22,4371796.04
37200,YJ2732B,723615.4,4371784.41
72386,YJ2773G,727155.36,4373623.15
40200,YJ2741G,723903.58,4371842.76
42203,YJ2742A,724177.56,4371862.59
44208,YJ2742A,724290.19,4371829.73
44209,YJ2742A,724332.12,4371817.82
44205,YJ2742B,724380.28,4371787.02
43220,YJ2742A,724209.32,4371982.54
37244,YJ2732D,723638.81,4372234.44
36232,YJ2732D,723516.41,4372171.14
37239,YJ2732D,723630.12,4372162.89
46292,YJ2742H,724561.34,4372767.75
45282,YJ2742H,724419.68,4372668.48
46295,YJ2742H,724540.53,4372694.33
45286,YJ2742H,724444.99,4372605.25
39369,YJ2733F,723805.18,4373459.56
66121,YJ2761B,726620.14,4371227.23
39364,YJ2733F,723879.3,4373447.79
40361,YJ2743E,723918.63,4373469.5
40363,YJ2743E,723964.32,4373481.11
37396,YJ2733H,723644.33,4373720.57
38392,YJ2733H,723727.84,4373770.72
33046,YJ2730C,723273.89,4370239.16
28113,YJ2721B,722700.37,4370960.36
35077,YJ2730F,723475.12,4370500.18
36075,YJ2730F,723507.77,4370489.67
36075,YJ2730F,723513.86,4370524.2
46161,YJ2741F,724521.19,4371400.86
46168,YJ2741F,724540.2,4371471.41
47164,YJ2741F,724684.92,4371451.8
48152,YJ2741F,724735.8,4371386.9
48157,YJ2741F,724755.23,4371317.77
55239,YJ2752D,725436.32,4372137.19
55232,YJ2752D,725440.38,4372190.78
54244,YJ2752C,725382.17,4372224.77
55242,YJ2752F,725425.56,4372276.78
55244,YJ2752D,725470.44,4372251.78
70316,YJ2773A,726935.33,4372902.7
46432,YJ2744D,724522.72,4374175.84
44398,YJ2743G,724456.97,4373909.29
46419,YJ2744B,724541.33,4373932.54
45414,YJ2744B,724478.76,4373956.97
59538,YJ2755D,725794.84,4375143.82
57409,YJ2754B,725628.14,4373835.81
57392,YJ2753H,725631.02,4373775.57
57389,YJ2753H,725646.33,4373629.44
58532,YJ2755D,725742.41,4375166.25
59539,YJ2755D,725863.09,4375161.78
60539,YJ2765C,725924.9,4375158.4
59545,YJ2755D,725861.39,4375230.3
31312,YJ2733A,723100.13,4373137.13
58544,YJ2755D,725789.85,4375263.9
60536,YJ2765C,725908.42,4375110.44
60537,YJ2765C,725886.88,4375120.99
96256,YJ2792F,729546.7,4372318.24
99181,YJ2791H,729815.86,4371602.09
98187,YJ2791H,729685.25,4371622.46
97185,YJ2791H,729652.36,4371575.81
97186,YJ2791H,729624.46,4371626.58
46266,YJ2742F,724558.86,4372387.32
47268,YJ2742F,724593.08,4372449.43
48261,YJ2742F,724687.73,4372471.77
48253,YJ2742F,724744.52,4372353.26
42298,YJ2742G,724175.44,4372748.58
41327,YJ2743A,723992.35,4373004.46
43349,YJ2743C,724243.98,4373247.88
43345,YJ2743C,724291.49,4373198.07
32536,YJ2735C,723142.48,4375120.41
44347,YJ2743C,724315.22,4373197.12
43331,YJ2743C,724210.08,4373163.13
42335,YJ2743C,724184.26,4373098.08
42336,YJ2743C,724152.08,4373101.94
43348,YJ2743C,724211.61,4373237.58
37452,YJ2734F,723601.84,4374329.2
37412,YJ2734B,723596.93,4373931.54
37404,YJ2734B,723623.36,4373886.39
38411,YJ2734B,723703.28,4373908.53
38396,YJ2733H,723747.95,4373744.99
44435,YJ2744C,724374.83,4374105.31
43407,YJ2744A,724247.79,4373851.43
43376,YJ2743E,724230.8,4373524.43
43379,YJ2743G,724220.6,4373558.89
43386,YJ2743G,724233.96,4373596.71
60823,YJ2668C,725894.1,4368091.32
59835,YJ2658D,725834.99,4368097.12
42058,YJ2740E,724154.22,4370097.77
41072,YJ2740G,724041.76,4370581.86
53153,YJ2751E,725275.1,4371365.77
54157,YJ2751E,725296.06,4371276.4
75332,YJ2773D,727458.06,4373168.04
75321,YJ2773D,727426.95,4373088.79
74335,YJ2773C,727344.57,4373063.94
74338,YJ2773C,727309.35,4373121.56
74349,YJ2773C,727321.34,4373239.34
74345,YJ2773C,727365.69,4373213.03
69406,YJ2764B,726834.68,4373809.35
74418,YJ2774A,727313.39,4373955.7
73405,YJ2774A,727290.12,4373827.2
73409,YJ2774A,727228.17,4373843.31
73412,YJ2774A,727265.41,4373962.03
36215,YJ2732B,723572.58,4371892.04
36216,YJ2732B,723552.1,4371896.47
36219,YJ2732B,723536.23,4371918.16
35215,YJ2732B,723481.92,4371912.95
36210,YJ2732B,723476.18,4371886.53
36202,YJ2732B,723535.13,4371874.92
36203,YJ2732B,723576.65,4371864.92
36204,YJ2732B,723554.72,4371842.73
96185,YJ2791H,729558.06,4371594.84
99183,YJ2791H,729819.48,4371664.16
98195,YJ2791H,729776.51,4371686.77
97343,YJ2793D,729675.67,4373210.03
98342,YJ2793D,729711.01,4373210.74
98343,YJ2793D,729738.03,4373253.46
32178,YJ2731G,723109.57,4371548.53
32171,YJ2731G,723098.28,4371576.39
32187,YJ2731G,723090.77,4371605.08
32188,YJ2731G,723096.42,4371627.47
32181,YJ2731G,723094.71,4371650.63
30180,YJ2721H,722857.95,4371609.52
30172,YJ2731G,722936.24,4371579.93
30189,YJ2731G,722926.61,4371634.72
44766,YJ2747E,724366.91,4377451.95
44768,YJ2747E,724319.84,4377404.1
44752,YJ2747E,724312.65,4377335
43757,YJ2747E,724285.26,4377318.64
67157,YJ2761F,726607.24,4371320.59
51257,YJ2752E,724993.52,4372310.5
52284,YJ2752G,725134.37,4372670.31
51285,YJ2752G,725085.07,4372682.52
51298,YJ2752G,725056.54,4372692.41
52272,YJ2752E,725097.12,4372531.58
63424,YJ2764C,726234.5,4374083.16
52271,YJ2752E,725101.62,4372507.87
80216,YJ2782A,727953.71,4371914.09
81212,YJ2782A,728041.35,4371967.67
50282,YJ2752G,724939.27,4372678.51
50283,YJ2752G,724987.08,4372667.37
56290,YJ2752H,725583.89,4372728.82
57291,YJ2752H,725618.43,4372693.79
47201,YJ2742B,724599.35,4371870.25
39255,YJ2732F,723858.25,4372289.33
41248,YJ2742C,723968.2,4372258.06
38246,YJ2732D,723774.76,4372240.73
39247,YJ2732D,723835.38,4372216.1
38239,YJ2732D,723745.15,4372134.79
70037,YJ2770C,727072.74,4370312.6
34327,YJ2733A,723382.19,4373013.77
34307,YJ2733A,723390.23,4372815.93
35308,YJ2733B,723452.13,4372801.4
35312,YJ2733B,723395.86,4372900.71
34323,YJ2733C,723366.35,4373065.18
36322,YJ2733D,723446.91,4373066.24
36314,YJ2733B,723554.38,4372937.51
36315,YJ2733B,723580.11,4372828.68
37306,YJ2733B,723668.49,4372833.18
38303,YJ2733B,723743.76,4372852.82
39317,YJ2733B,723851.22,4372893.62
39319,YJ2733B,723846.47,4372937.51
39397,YJ2733H,723807.48,4373683.79
37395,YJ2733H,723669.71,4373687.42
59006,YJ2750B,725857.19,4369835.45
58991,YJ2659H,725701.5,4369708.8
57999,YJ2659H,725643.49,4369760.13
57006,YJ2750B,725674.72,4369848.3
35523,YJ2735D,723451.77,4375112.51
36556,YJ2735D,723567.82,4375284.27
56994,YJ2750B,725531.07,4369779.2
55999,YJ2659G,725436.74,4369741.07
57016,YJ2750B,725662.9,4369896.69
58012,YJ2750S,725691.67,4369930.67
57012,YJ2750S,725621.06,4369943.12
58013,YJ2750S,725698.64,4369987.95
57027,YJ2750B,725677.77,4370029.23
58028,YJ2750S,725729.09,4370024.59
57028,YJ2750S,725628.63,4369997.72
56029,YJ2750D,725596.76,4370043.46
56027,YJ2750S,725562.7,4370005.01
56016,YJ2750S,725541.96,4369938.13
56019,YJ2750B,725555.37,4369906.61
54020,YJ2750A,725424.4,4369944.16
54980,YJ2659G,725392.22,4369652.34
35545,YJ2735D,723469.13,4375259.94
39543,YJ2735D,723781.77,4375203.97
64187,YJ2761G,726380.83,4371621.24
66980,YJ2669H,726510.05,4369545.32
68980,YJ2669H,726699.28,4369544.71
68980,YJ2669H,726707.95,4369612.81
41952,YJ2649E,723993.97,4369345.88
41951,YJ2649E,723989.72,4369308.86
72444,YJ2774C,727186.97,4374261.22
73451,YJ2774E,727179.13,4374365.73
71487,YJ2774G,727072.99,4374604.01
71472,YJ2774G,727043.01,4374568.71
71478,YJ2774G,726999.15,4374573.27
67444,YJ2764D,726642.45,4374265.97
41961,YJ2649E,724002.63,4369388.58
44066,YJ2740E,724336.61,4370404.6
44051,YJ2740E,724308,4370372.75
44058,YJ2740E,724291.28,4370344.67
48067,YJ2740F,724766.39,4370426.64
49061,YJ2740F,724818.5,4370406.64
63272,YJ2762E,726196.55,4372524.03
91241,YJ2792C,728977.16,4372208.53
90259,YJ2792E,728939.31,4372320.6
90241,YJ2792C,728893.18,4372273.23
89245,YJ2782D,728867.56,4372202.55
89239,YJ2782D,728856.5,4372168.27
83198,YJ2781G,728200.6,4371726.99
84225,YJ2782B,728387.39,4372011.53
84227,YJ2782A,728307.89,4371997.99
84223,YJ2782C,728364.97,4372135.4
84236,YJ2782C,728327.38,4372075.19
50327,YJ2753C,724926.71,4373047.37
50333,YJ2753C,724989.23,4373199.2
50336,YJ2753C,724945.13,4373097.12
43084,YJ2740G,724269.2,4370614.94
93266,YJ2792E,729243.5,4372414.59
44079,YJ2740E,724328.74,4370527.36
37394,YJ2733H,723556.63,4373754.22
38509,YJ2735B,723705.06,4374892.95
37548,YJ2735D,723606.32,4375244.62
37532,YJ2735D,723653.14,4375183.97
38538,YJ2735D,723722.45,4375125.56
38523,YJ2735D,723771.86,4375056.39
39512,YJ2735B,723849.52,4374968.75
69989,YJ2669H,726821.14,4369621.78
20114,YJ2811D,721783.18,4380993.57
08066,YJ3600F,730774.85,4360438.78
94995,YJ2699G,729380.32,4369727.43
94984,YJ2699G,729373.59,4369649.22
93004,YJ2790A,729238.39,4369865.18
93005,YJ2790A,729274.29,4369880.98
94001,YJ2790A,729304.29,4369875.72
94991,YJ2699G,729292.31,4369781.13
96001,YJ2790B,729511.11,4369860.17
35397,YJ2733H,723470,4373729.03
37539,YJ2735D,723686.92,4375166.44
37393,YJ2734B,723610.54,4373795.07
87207,YJ2782B,728650.24,4371827.84
86208,YJ2782B,728524.06,4371835.36
85202,YJ2782B,728440.97,4371868.71
86199,YJ2781H,728537.25,4371726.27
85193,YJ2781H,728472.43,4371776.01
85207,YJ2782B,728416.56,4371802.84
62275,YJ2762E,726203.79,4372492.43
84196,YJ2781H,728394.11,4371729.6
54281,YJ2752G,725324.63,4372610.88
54287,YJ2752G,725358.83,4372567.26
54289,YJ2752G,725344.35,4372641.02
55284,YJ2752H,725419.52,4372681.26
88231,YJ2782D,728682.29,4372182.33
87231,YJ2782D,728590.92,4372196.06
87248,YJ2782D,728587.17,4372232.57
87258,YJ2782F,728621.47,4372335.38
89242,YJ2782D,728831.82,4372245.74
85162,YJ2781F,728425.13,4371447.5
84142,YJ2781C,728311.97,4371278.87
83264,YJ2782E,728306.72,4372435.28
82277,YJ2782E,728127.31,4372529.53
82276,YJ2782E,728141.48,4372499.21
82287,YJ2782G,728122.21,4372602.88
67309,YJ2763B,726539.21,4372924.54
83271,YJ2782G,728242.11,4372560.48
47963,YJ2649F,724708.46,4369482.37
47968,YJ2649F,724649.43,4369402.84
48966,YJ2649F,724752.28,4369483.41
48951,YJ2649F,724715.14,4369298.2
47957,YJ2649F,724668.29,4369320.16
67970,YJ2669F,726575.61,4369472.32
67980,YJ2669H,726598.74,4369587.09
84175,YJ2781E,728380.35,4371486.43
67231,YJ2762D,726583.56,4372170.87
67234,YJ2762D,726651.1,4372164.4
60266,YJ2762E,725929,4372408.26
66332,YJ2763D,726516.63,4373183.26
67331,YJ2763D,726607.9,4373183.39
67338,YJ2763D,726594.08,4373132.28
66337,YJ2763D,726514.64,4373114.55
66329,YJ2763D,726526.51,4373053.9
67335,YJ2763D,726669.68,4373102.62
70351,YJ2773E,726945.49,4373373.57
67362,YJ2763F,726636.67,4373489.88
68364,YJ2763F,726795.56,4373459.16
69367,YJ2763F,726827.8,4373384.19
70366,YJ2773E,726935.96,4373429.1
70362,YJ2773E,726953.4,4373485.68
76350,YJ2773F,727661.95,4373542.07
96006,YJ2790B,729551.35,4369826.86
96017,YJ2790B,729573.82,4369918.17
97016,YJ2790B,729685.71,4369955.26
97018,YJ2790B,729657.77,4369978.05
97025,YJ2790D,729674.64,4370042.13
93028,YJ2790A,729253.68,4370009.58
67307,YJ2763B,726526.78,4372914.48
68738,YJ2667D,726701.19,4367133.95
94012,YJ2790A,729343.76,4369952.26
95028,YJ2790A,729392.19,4370036.91
95025,YJ2790B,729436.83,4369991.72
96011,YJ2790B,729511.51,4369998.55
95037,YJ2790D,729399.51,4370111.29
58993,YJ2659H,725709.31,4369786.43
54026,YJ2750A,725311.84,4370032.19
52075,YJ2750G,725165.28,4370591.09
88259,YJ2782F,728734.65,4372332.71
82237,YJ2782C,728091.25,4372104.21
82232,YJ2782C,728146.11,4372185.18
81237,YJ2782C,728006.68,4372097.43
51295,YJ2752G,725074.45,4372790.91
52291,YJ2752G,725128.78,4372757.05
51296,YJ2752G,725057.54,4372756.24
52296,YJ2752G,725183.44,4372717.66
53298,YJ2752G,725224.13,4372719.12
52294,YJ2752G,725209.96,4372753.3
48082,YJ2740H,724687.09,4370622.46
48088,YJ2740H,724737,4370610.83
48075,YJ2740H,724790.45,4370577.06
49089,YJ2740H,724843.86,4370675.81
69397,YJ2763H,726831.79,4373719.51
53439,YJ2754C,725241.15,4374135.07
61374,YJ2763E,726076.36,4373515.54
59376,YJ2753F,725833.75,4373497.94
63353,YJ2763E,726188.53,4373369.74
63353,YJ2763E,726171.36,4373399.51
35351,YJ2733F,723386.19,4373263.65
38391,YJ2733H,723704.47,4373728.87
38383,YJ2733H,723701.31,4373688.33
98286,YJ2792H,729747.83,4372591.41
33466,YJ2734E,723263.02,4374470.9
34456,YJ2734E,723352.15,4374337.49
33434,YJ2734C,723326.97,4374165.94
70607,YJ2775G,726928.66,4375793.19
93152,YJ2791E,729236.04,4371374.74
92154,YJ2791E,729185.78,4371345.73
92165,YJ2791E,729171.11,4371399.97
92166,YJ2791E,729133.51,4371398.61
91165,YJ2791E,729064.22,4371418.71
75354,YJ2773F,727415.47,4373377.3
75349,YJ2773F,727502.18,4373323.47
60295,YJ2762G,725953.77,4372712.92
59295,YJ2752H,725880.99,4372683.81
72411,YJ2774A,727104.26,4373980.91
71426,YJ2774A,727050.91,4373996.22
33198,YJ2731G,723212.43,4371747.05
33200,YJ2732A,723209.1,4371813.79
34200,YJ2731G,723281.22,4371751.78
34200,YJ2731G,723292.69,4371687.65
35199,YJ2731H,723473.94,4371742.84
37190,YJ2731H,723507.89,4371714.13
35188,YJ2731H,723415.67,4371662.83
35189,YJ2731H,723451.41,4371629.74
47237,YJ2742D,724566.22,4372098.53
47213,YJ2742B,724683.82,4371953.9
46212,YJ2742B,724530.73,4371960.35
46087,YJ2740H,724585.67,4370612.18
39074,YJ2730H,723846.45,4370572.44
95021,YJ2790D,729401.65,4370077.75
95035,YJ2790D,729454.61,4370097.92
30042,YJ2730C,723240.68,4370147.54
52157,YJ2751C,725118.42,4371268.92
44230,YJ2742C,724319.24,4372097.86
41270,YJ2742E,724038.28,4372497.52
44293,YJ2742G,724354.19,4372792.88
61976,YJ2669E,726056.99,4369535.48
62981,YJ2669G,726093.19,4369591.26
60987,YJ2669G,725986.68,4369601.21
61985,YJ2669G,726069.25,4369675.16
61983,YJ2669G,725994.98,4369683.59
61999,YJ2669G,726043.14,4369748.3
61002,YJ2760A,726015.14,4369824.6
57989,YJ2659H,725650.53,4369632.26
57975,YJ2659H,725643.83,4369576.06
54980,YJ2659G,725362.5,4369664.98
55990,YJ2659H,725411.9,4369662.28
54980,YJ2659G,725420.62,4369610.74
54429,YJ2754C,725246.74,4374076.96
75437,YJ2774A,727433.89,4374054.96
74381,YJ2773G,727298.84,4373683.92
55558,YJ2755F,725394.78,4375348.15
53557,YJ2755C,725229.3,4375282.27
53553,YJ2755E,725288.16,4375354.9
53557,YJ2755C,725378.47,4375324.69
54564,YJ2755E,725384.47,4375400.17
55569,YJ2755F,725441.37,4375417.28
55569,YJ2755F,725563.84,4375426.1
48920,YJ2749B,724701.59,4378978.75
54393,YJ2753G,725338.37,4373733.18
51508,YJ2755A,725034.04,4374858.97
50513,YJ2755A,725022.49,4374913.12
51504,YJ2755A,725048.09,4374856.28
25579,YJ2725H,722467.81,4375574.27
24586,YJ2725G,722340.44,4375601.92
55548,YJ2755D,725422.96,4375206.31
13494,YJ3514G,731235.46,4354755.03
46062,YJ2740F,724495.17,4370461.01
98254,YJ2792F,729789.13,4372334.22
46079,YJ2740F,724542.75,4370514.16
92212,YJ2792A,729185.86,4371947.39
93221,YJ2792C,729175.85,4372037.38
92225,YJ2792C,729178.86,4372089.2
93232,YJ2792C,729188.26,4372136.01
61523,YJ2765C,726065.46,4375068.22
63542,YJ2765C,726119.88,4375278.77
61559,YJ2765E,726043.97,4375325.09
62594,YJ2765G,726088.88,4375781.2
95146,YJ2791D,729426.73,4371188.55
94153,YJ2791E,729391.07,4371380.67
97092,YJ2790H,729656.96,4370776.72
03185,YJ3701G,730282.42,4371621.9
03211,YJ3702A,730191.52,4371983.03
98209,YJ2792B,729859.42,4372047.69
00228,YJ3702A,729904.26,4372035.62
97187,YJ2791H,729586.45,4371621.88
99267,YJ2792F,729787.59,4372392.2
76239,YJ2772D,727530.64,4372143.72
76228,YJ2772B,727490.11,4372026.9
75231,YJ2772D,727418.44,4372189.43
20606,YJ2726A,721937.47,4375810.69
92275,YJ2792E,729186.97,4372519.53
50472,YJ2754G,724940.99,4374569.74
51491,YJ2754G,725005.49,4374704.26
50495,YJ2754G,724947.2,4374705.53
43575,YJ2745E,724288.31,4375488.92
44538,YJ2745C,724339.76,4375133
44567,YJ2745E,724301.64,4375407.03
43562,YJ2745E,724252.62,4375458.96
44569,YJ2745E,724335.68,4375434.96
44578,YJ2745E,724319.93,4375531.3
44563,YJ2745E,724370.68,4375463.23
45571,YJ2745G,724396.4,4375547.33
44597,YJ2745G,724330.08,4375629.22
43581,YJ2745G,724221.23,4375625.52
43573,YJ2745G,724271.44,4375585.91
43579,YJ2745G,724234.51,4375553.16
92957,YJ2699E,729110.44,4369319.56
92958,YJ2699E,729115.53,4369351.5
93939,YJ2699C,729233.16,4369135.14
93956,YJ2699E,729244.04,4369306.53
92958,YJ2699E,729243.91,4369295.7
93957,YJ2699E,729204.76,4369300.68
92958,YJ2699E,729220.85,4369293.58
58501,YJ2755B,725798.3,4374983.01
99259,YJ2792F,729827.53,4372334.11
18537,YJ2715D,721684.37,4375099.86
18536,YJ2715D,721728.5,4375116.64
17562,YJ2715F,721601.49,4375459.15
93282,YJ2792G,729247.31,4372676.64
92307,YJ2793A,729107.76,4372819.46
92298,YJ2792G,729093.85,4372736.5
92295,YJ2792G,729174.07,4372709.22
92293,YJ2792G,729189.75,4372752.88
93299,YJ2792G,729247.61,4372720.69
93292,YJ2792G,729250.7,4372756.87
93306,YJ2793A,729260.89,4372788.77
94291,YJ2792G,729303.24,4372772.22
94298,YJ2792G,729300.06,4372739.93
94297,YJ2792G,729296.63,4372703.79
93307,YJ2793A,729190.53,4372806.93
64459,YJ2764E,726276.29,4374363.29
56318,YJ2753B,725533.5,4372908.17
56316,YJ2753B,725562.34,4372936.23
56306,YJ2753B,725568.45,4372835.42
57303,YJ2753B,725600,4372868.44
65492,YJ2764H,726405.76,4374764.67
64453,YJ2764E,726281.87,4374419.64
67473,YJ2764H,726608.8,4374582.31
66483,YJ2764H,726503.98,4374656.67
85142,YJ2781C,728394.02,4371249.08
87135,YJ2781D,728724.74,4371049.27
89128,YJ2781D,728830.74,4371058.28
93124,YJ2791A,729291.4,4371046.52
94133,YJ2791D,729397.87,4371189.16
80238,YJ2772D,727895.65,4372128.4
79218,YJ2772B,727796.59,4371906.77
45547,YJ2745D,724477.75,4375238.22
45533,YJ2745D,724412.73,4375183.4
91835,YJ2698C,729088.85,4368170.55
91951,YJ2699E,729021.34,4369361.7
91953,YJ2699E,729060.09,4369365.27
91955,YJ2699E,729054.46,4369327.24
92854,YJ2698E,729136.06,4368382.09
92887,YJ2698G,729176.68,4368613.13
92954,YJ2699E,729176.71,4369342.56
92955,YJ2699E,729160.75,4369304.31
97263,YJ2792F,729670.68,4372496.83
98261,YJ2792F,729699.18,4372463.72
98262,YJ2792F,729735.12,4372444.66
99262,YJ2792F,729841.59,4372475.19
99252,YJ2792F,729833.65,4372390.31
72463,YJ2774E,727152.48,4374452.95
72463,YJ2774E,727183.69,4374475.29
65474,YJ2764H,726434.33,4374590.6
66471,YJ2764F,726527.85,4374526.97
92313,YJ2793A,729163.75,4372982.93
93311,YJ2793A,729217.12,4372965.93
92315,YJ2793A,729176.05,4372918.87
93303,YJ2793A,729271.72,4372890.95
92316,YJ2793A,729152.21,4372890.17
93302,YJ2793A,729229.66,4372868.84
93304,YJ2793A,729291.47,4372844.48
92304,YJ2793A,729194.72,4372842.51
64484,YJ2764G,726332.39,4374667.58
93309,YJ2793A,729237.47,4372834.04
94307,YJ2793A,729296.23,4372810.08
92306,YJ2793A,729144.03,4372836.63
98259,YJ2792F,729750.76,4372330.54
42507,YJ2744G,724118.15,4374791.93
54980,YJ2659G,725242.09,4369653.59
53990,YJ2659G,725248.36,4369766.97
49055,YJ2740F,724861,4370345.92
50057,YJ2750E,724955.31,4370332.42
50069,YJ2750E,724970.11,4370415.47
49078,YJ2750E,724892.31,4370460.42
49078,YJ2750E,724842.23,4370517.9
92249,YJ2792C,729124.72,4372208.89
92245,YJ2792C,729184.19,4372222.5
93231,YJ2792C,729213,4372185.67
91227,YJ2792A,729029.09,4371986.34
92213,YJ2792A,729111.91,4371974
47847,YJ2648D,724669.59,4368155.87
48848,YJ2648D,724731.64,4368174.15
54322,YJ2753C,725308.84,4373044.24
45835,YJ2648D,724468.47,4368151.8
82155,YJ2781E,728126.3,4371327.99
82161,YJ2781E,728185.97,4371429.68
82161,YJ2781E,728217.15,4371554.78
86297,YJ2782H,728523.3,4372674.53
88288,YJ2782H,728690.33,4372610.26
88273,YJ2782H,728796,4372565.66
89281,YJ2782H,728822.9,4372617.03
89258,YJ2782F,728931.84,4372520.55
91285,YJ2792G,729062.37,4372685.17
91286,YJ2792G,729060.08,4372634.16
91274,YJ2792E,729051.34,4372552.66
91263,YJ2792E,729072.07,4372460.62
92261,YJ2792E,729122.83,4372458.22
92264,YJ2792E,729172.24,4372442.6
44499,YJ2744G,724343.79,4374747.86
44497,YJ2744G,724327.9,4374692.7
44487,YJ2744G,724298.21,4374618.04
43473,YJ2744G,724277.31,4374561.08
49957,YJ2649F,724895.47,4369357.29
50944,YJ2659C,724924.13,4369283.99
50968,YJ2659E,724954.23,4369406.2
50955,YJ2659E,724978.06,4369369.71
74468,YJ2774E,727317.35,4374464.71
73453,YJ2774E,727265.52,4374370.59
74452,YJ2774E,727350.2,4374366.33
75477,YJ2774F,727404.86,4374517.12
57323,YJ2753D,725606.96,4373080.72
57313,YJ2753B,725598.62,4372987.8
44486,YJ2744G,724338.06,4374580.41
57316,YJ2753B,725666.74,4372961.55
58313,YJ2753B,725696.29,4372985.36
58321,YJ2753B,725686.13,4373023.18
57325,YJ2753D,725674.46,4373089.35
54364,YJ2753E,725352.16,4373470.61
76308,YJ2773B,727522.03,4372835.4
68311,YJ2763B,726702.35,4372952.09
76305,YJ2773B,727549.74,4372840.45
75297,YJ2772G,727418.23,4372662.15
75295,YJ2772H,727487.89,4372725.65
76298,YJ2772H,727518.54,4372739.96
76297,YJ2772H,727494,4372669.66
75272,YJ2772H,727437.93,4372589.53
75273,YJ2772H,727456.2,4372558.17
72468,YJ2774E,727146.98,4374413.14
54010,YJ2750A,725324.86,4369876.53
54006,YJ2750A,725378.59,4369821.12
