refman,hoja,coorx,coory
99272,YJ2792H,729851.01,4372583.58
55331,YJ2753D,725407.65,4373134.13
55331,YJ2753D,725398.53,4373095.15
54337,YJ2753C,725380.45,4373117.97
54331,YJ2753C,725314.76,4373128.31
54349,YJ2753C,725335.78,4373213.68
54334,YJ2753C,725322.23,4373159.57
54335,YJ2753C,725361.14,4373163.7
54336,YJ2753C,725377.03,4373147.2
55334,YJ2753D,725434.23,4373172.51
63463,YJ2764E,726220.95,4374476.43
62461,YJ2764E,726136.18,4374468.16
62479,YJ2764E,726142.05,4374523.36
62474,YJ2764E,726184.56,4374509.52
63478,YJ2764E,726215.98,4374541.96
63471,YJ2764G,726214.22,4374605.42
63472,YJ2764G,726233.87,4374566.29
64471,YJ2764G,726306.04,4374563.61
63485,YJ2764G,726263.81,4374620.25
84273,YJ2782G,728368.98,4372569.77
84216,YJ2782A,728334.3,4371902.19
44844,YJ2648C,724351.55,4368265.59
45851,YJ2648E,724389.04,4368315.36
44856,YJ2648E,724363.01,4368346.76
44859,YJ2648E,724329.55,4368323.7
43856,YJ2648E,724247.68,4368318.6
45861,YJ2648F,724401.58,4368404.55
39997,YJ2639H,723812.13,4369738.9
34035,YJ2730C,723357,4370133.61
64457,YJ2764E,726273.2,4374335.18
63467,YJ2764E,726205.73,4374394.95
64457,YJ2764E,726207.62,4374359.86
64479,YJ2764E,726339.29,4374525.13
65469,YJ2764E,726374.71,4374459.3
49556,YJ2755C,724927.64,4375273.71
92192,YJ2792A,729151.25,4371792.62
42838,YJ2648C,724031.71,4368108.99
33057,YJ2730E,723171.17,4370350.69
99284,YJ2792H,729856.74,4372651.32
99282,YJ2792H,729826.9,4372777.02
99289,YJ2792H,729794.14,4372723.97
99283,YJ2792H,729866.99,4372760.8
99288,YJ2792H,729817.76,4372654.25
57318,YJ2753B,725633.19,4372911.39
57309,YJ2753B,725635.65,4372855.91
58298,YJ2752H,725758.64,4372780.44
58301,YJ2753B,725710.52,4372819.32
58293,YJ2752H,725721.31,4372785.24
57307,YJ2753B,725682.46,4372815.44
58302,YJ2753B,725678.48,4372851.69
58304,YJ2753B,725738.18,4372874.12
61542,YJ2765C,726047.94,4375257.02
76194,YJ2771H,727555.78,4371686.97
77198,YJ2771H,727623.72,4371740.39
77187,YJ2771H,727591.6,4371629.45
77193,YJ2771H,727666.74,4371773.42
77199,YJ2771H,727652.35,4371720.65
77182,YJ2771H,727640.84,4371685.58
18578,YJ2715F,721681.16,4375562.17
18562,YJ2715F,721613.31,4375523.45
77345,YJ2773D,727684.32,4373207.66
78341,YJ2773D,727702.65,4373242.77
78344,YJ2773D,727763.81,4373262.69
78332,YJ2773D,727735.51,4373183.48
78333,YJ2773D,727777.71,4373169.7
78337,YJ2773D,727710.11,4373112.17
78322,YJ2773D,727757.5,4373091.77
77324,YJ2773D,727713.44,4373052.99
77338,YJ2773D,727623.39,4373115.73
51471,YJ2754G,725004.45,4374609.05
51462,YJ2754E,725037.29,4374495.05
49473,YJ2744H,724869.58,4374562.04
56329,YJ2753D,725535.52,4373057.09
56327,YJ2753B,725541.46,4373001.23
56315,YJ2753B,725565.91,4372980.26
53353,YJ2753E,725204.14,4373375.27
54351,YJ2753E,725305.72,4373298.73
01193,YJ3701G,730066.8,4371761.78
99233,YJ2792D,729885.48,4372136.38
00235,YJ3702C,729972.85,4372110.87
00223,YJ3702C,729981.14,4372089.71
00239,YJ3702C,729931.41,4372146.57
70711,YJ2677A,726894.14,4366876.37
93963,YJ2699E,729288.33,4369479.38
56347,YJ2753D,725554.71,4373205.72
13554,YJ2715E,721278.12,4375344.67
14562,YJ2715E,721283.94,4375434.11
12569,YJ2715E,721123.76,4375458.52
44525,YJ2745C,724280.35,4375036.51
44525,YJ2745C,724262.13,4375061.93
43517,YJ2745A,724189.72,4374912.85
47512,YJ2745B,724623.75,4374965.22
13451,YJ3514E,731210.51,4354338.32
41232,YJ2742C,723993.79,4372074.15
47512,YJ2745B,724664.32,4374936.37
48488,YJ2744H,724684.61,4374640.56
49488,YJ2744H,724833.12,4374668.87
42488,YJ2744G,724117.27,4374659.05
81168,YJ2781E,728034.51,4371413.77
81153,YJ2781E,728085.37,4371384.78
80191,YJ2781G,727895.62,4371719.98
80181,YJ2781G,727924.96,4371655.24
79187,YJ2771F,727880.22,4371615.05
47901,YJ2649B,724618.34,4368790.35
48914,YJ2649B,724748.43,4368875.29
48894,YJ2648H,724722.75,4368752.16
49905,YJ2649B,724839.74,4368819.18
44955,YJ2649E,724376.27,4369388.4
45955,YJ2649F,724457.68,4369349.91
66934,YJ2669D,726538.27,4369174.65
66922,YJ2669D,726549.11,4369099.52
40836,YJ2648C,723926.97,4368128.68
98265,YJ2792F,729758.52,4372398.7
38258,YJ2732F,723765.73,4372320.33
51994,YJ2750A,725084.32,4369783.68
55315,YJ2753B,725457.21,4372998.73
55321,YJ2753B,725410.79,4373002.89
56323,YJ2753D,725483.91,4373084.97
96315,YJ2793B,729503.6,4372860.18
96316,YJ2793B,729583.75,4372869.36
69471,YJ2764F,726825.38,4374505.91
73493,YJ2774G,727183.95,4374770.11
73499,YJ2774G,727239.21,4374731.67
95296,YJ2792H,729426.73,4372724.08
95292,YJ2792H,729443.47,4372774.66
95306,YJ2793B,729445.06,4372817.19
47472,YJ2744H,724655.18,4374586.1
54329,YJ2753A,725341.91,4373030.02
48486,YJ2744H,724751.32,4374635.06
47540,YJ2745D,724636.01,4375206.84
47543,YJ2745D,724610.75,4375239.27
47546,YJ2745D,724664.37,4375257.8
46555,YJ2745F,724572.12,4375355.23
46559,YJ2745F,724535.73,4375332.39
46558,YJ2745F,724551.27,4375306.44
46548,YJ2745D,724576.7,4375282.92
46544,YJ2745D,724586.87,4375265.55
57290,YJ2752H,725592.07,4372696.42
56285,YJ2752H,725578.03,4372687.64
56295,YJ2752H,725570.34,4372780.7
56307,YJ2752H,725581.1,4372778.78
57293,YJ2752H,725609.31,4372761.44
57301,YJ2753B,725615.08,4372802.97
57308,YJ2753B,725637.16,4372801.64
97414,YJ2794B,729658.94,4373917.41
01369,YJ3703E,730034.69,4373469.17
00332,YJ3703C,730048.77,4373371.29
01344,YJ3703C,730052.58,4373225.68
84258,YJ2782E,728320.13,4372348.95
81287,YJ2782G,728004.59,4372591.85
80279,YJ2782E,727945.51,4372517.16
87336,YJ2783D,728663.13,4373138.13
82360,YJ2783E,727931.32,4373503.39
80366,YJ2783E,727964.07,4373401.64
35441,YJ2734D,723410.62,4374228.11
30512,YJ2735A,722897.75,4375000.47
31527,YJ2735A,723030.55,4375011.38
31515,YJ2735A,723059.07,4374966.91
14599,YJ2715G,721318.91,4375783.74
13498,YJ3514G,731224.86,4354693.17
13488,YJ3514G,731219.44,4354594.49
13461,YJ3514E,731201.81,4354414.51
13467,YJ3514E,731272.71,4354410.9
13445,YJ3514C,731260.63,4354268.58
88280,YJ2782H,728723.91,4372646.85
93008,YJ2699G,729230.21,4369787.51
12519,YJ3515A,731157.97,4354909.24
13503,YJ3515A,731132.94,4354848.55
54255,YJ2752E,725353.15,4372378.05
50286,YJ2752G,724935.96,4372590.15
81205,YJ2782A,728073.71,4371820.78
41232,YJ2742C,724066.97,4372085.76
39225,YJ2732D,723867.93,4372084.91
54324,YJ2753C,725334.21,4373089.83
54325,YJ2753C,725360.63,4373086.88
54326,YJ2753C,725376.22,4373066.87
55339,YJ2753D,725428.22,4373125.3
64612,YJ2766A,726298.21,4375920.24
63606,YJ2766A,726276.89,4375839.47
56339,YJ2753D,725552.59,4373142.72
56325,YJ2753D,725553.18,4373073.89
56324,YJ2753D,725538.04,4373083.85
93189,YJ2791G,729227.89,4371641.91
94188,YJ2791E,729302.11,4371607.29
94119,YJ2791C,729409.41,4371070.29
85136,YJ2781D,728510.49,4371081.8
82311,YJ2783A,728149.34,4372996.22
81323,YJ2783C,728092.08,4373066.37
82323,YJ2783C,728177.14,4373063.88
81334,YJ2783C,728095.37,4373182.72
83331,YJ2783C,728189.98,4373161.81
46551,YJ2745F,724495.96,4375296.58
92932,YJ2699C,729092.29,4369127.66
90928,YJ2699A,728946.94,4369006.38
44278,YJ3542E,734370.25,4352436.63
43278,YJ3542E,734283.34,4352384.54
25069,YJ2720E,722380.97,4370374.33
45933,YJ2649D,724390.97,4369169.64
44936,YJ2649C,724346.22,4369151.35
45905,YJ2649B,724489.58,4368919.39
32537,YJ2735C,723117.49,4375103.94
88849,YJ2688D,728732.51,4368226.44
88832,YJ2688D,728723.9,4368119.46
60825,YJ2668C,725964.37,4368090.08
48159,YJ3541F,734716.01,4351332.63
46543,YJ2745D,724512.81,4375282.33
48157,YJ3541F,734756.97,4351332.5
38388,YJ2733H,723690.85,4373654.87
39389,YJ2733H,723861.1,4373640.98
38384,YJ2733H,723770.76,4373631.17
37382,YJ2733H,723627.94,4373661.12
30511,YJ2735A,722917.58,4374916.94
30507,YJ2734G,722978.83,4374817.11
31493,YJ2734G,723024.46,4374763.94
32519,YJ2735A,723145.62,4374984.15
32529,YJ2735A,723122.76,4375019.24
32524,YJ2735A,723175.27,4375022.46
32521,YJ2735C,723104.18,4375080.25
43016,YJ2740A,724272.39,4369940.27
48966,YJ2649F,724759.05,4369413.83
44944,YJ2649C,724347.62,4369276.06
43934,YJ2649C,724315.03,4369198.72
85267,YJ2782F,728397.52,4372411.82
85266,YJ2782F,728434.94,4372410.17
85257,YJ2782F,728419.48,4372304.16
38388,YJ2733H,723713.47,4373641.08
54027,YJ2750A,725374.29,4370026.65
83218,YJ2782A,728196.03,4371951.73
82203,YJ2782A,728171.64,4371884.01
49293,YJ2742H,724879.75,4372759.25
46382,YJ2743H,724613.13,4373853.54
60424,YJ2764A,725983.27,4374026.13
60414,YJ2764A,725969.06,4373961.49
14562,YJ2715E,721232.49,4375403.61
53302,YJ2753A,725209.58,4372839.76
53256,YJ2752E,725254.17,4372351.2
54252,YJ2752E,725293.26,4372391.78
32516,YJ2735A,723129.63,4374905.27
33501,YJ2735A,723203.15,4374858.1
37523,YJ2735D,723618.55,4375048.35
37503,YJ2735B,723572.31,4374938.24
36507,YJ2735B,723567.69,4374802.34
36493,YJ2734H,723500.52,4374775.91
37489,YJ2734H,723635.38,4374675.75
38489,YJ2734H,723759.57,4374647.26
80305,YJ2783A,727954.67,4372889.24
80314,YJ2783A,727974.52,4372921.17
83351,YJ2783E,728197.05,4373296.75
48465,YJ2744F,724753.4,4374406.63
18583,YJ2715H,721772.54,4375669.26
99022,YJ2790D,729833.85,4370069.97
17581,YJ2715H,721590.29,4375654.06
17607,YJ2716B,721619.51,4375774.43
85136,YJ2781D,728404.86,4371106.46
61473,YJ2764G,726050.17,4374586.92
79293,YJ2772H,727869.8,4372761.13
79298,YJ2772H,727828.21,4372734.11
78295,YJ2772H,727759.82,4372726.45
79297,YJ2772H,727794.92,4372695.96
80298,YJ2782G,727895.41,4372714.62
49152,YJ3541F,734799.9,4351330.68
44918,YJ2648G,724344.53,4368878.51
44905,YJ2649A,724359.56,4368879.88
45928,YJ2649B,724431.17,4369007.37
46928,YJ2649B,724525.58,4369000.44
17626,YJ2716B,721629.14,4376010.7
90134,YJ2791C,728982.15,4371127.83
85083,YJ2780H,728391.04,4370687.7
91142,YJ2791C,729026.78,4371238.87
91136,YJ2791C,729039.34,4371161.58
91138,YJ2791C,729039.72,4371095.36
92131,YJ2791C,729093.27,4371117.88
91133,YJ2791C,729075.33,4371185.2
92141,YJ2791C,729087.06,4371246.21
95148,YJ2791D,729392.65,4371227.7
94134,YJ2791C,729365.53,4371236.56
94135,YJ2791C,729360.51,4371223.25
96306,YJ2793B,729559.94,4372797.12
98301,YJ2793B,729715.49,4372880.19
98309,YJ2793B,729758.58,4372852.67
47468,YJ2744F,724616.66,4374471.27
55029,YJ2750D,725442.68,4370062.61
54025,YJ2750C,725329.23,4370072.86
54031,YJ2750C,725315.71,4370103.6
43156,YJ2741E,724203.35,4371324.4
89299,YJ2782H,728955.01,4372712.07
90194,YJ2791G,728969.38,4371778.01
90171,YJ2791E,729012.19,4371725.29
85084,YJ2780H,728480.04,4370637.56
00269,YJ2792D,729916.7,4372364.37
89394,YJ2784B,728891.33,4373783.85
13619,YJ2716A,720945,4375996.08
58474,YJ2754F,725769.15,4374522.04
23607,YJ2726A,722196.01,4375792.84
31023,YJ2830C,723010.71,4380053.65
61594,YJ2765G,726155.69,4375967.03
23594,YJ2725G,722316.09,4375719.39
54013,YJ2750A,725302.02,4369978.22
55028,YJ2750B,725444.91,4370015.95
50886,YJ2658G,725118.06,4368894.49
89166,YJ2781F,728857.2,4371393.57
38472,YJ2734F,723708.45,4374550.29
49021,YJ2740B,724833.55,4370009.45
50074,YJ2750G,724989.22,4370584.88
55112,YJ2751B,725559.29,4371135.77
32509,YJ2735A,723146.01,4374841.05
32503,YJ2735A,723098.5,4374885.38
47196,YJ3541H,734643.93,4351767.95
61517,YJ2765A,725926.89,4374827.32
61517,YJ2765A,725950.11,4374877.33
61517,YJ2765A,726009.53,4374939.38
79283,YJ2772H,727879.56,4372668.26
80296,YJ2782G,727947.2,4372704.24
71239,YJ2772C,727037.88,4372156.29
71234,YJ2772C,727051.57,4372133.23
71234,YJ2772C,727060.19,4372112.93
81271,YJ2782G,728028.48,4372590.93
95154,YJ2791F,729456.33,4371335.82
96166,YJ2791F,729528.6,4371402.84
18538,YJ2715D,721700.35,4375142.57
20534,YJ2725C,721971.4,4375148.24
19558,YJ2715F,721814.57,4375323.31
90139,YJ2791C,728949.5,4371148.91
38395,YJ3533H,733650.82,4353773.16
43566,YJ2745E,724229.05,4375394.82
43567,YJ2745E,724193.24,4375405.91
42564,YJ2745E,724175.25,4375445.89
42562,YJ2745E,724142.86,4375479.3
41565,YJ2745E,724062.25,4375404.91
41543,YJ2745C,724091.92,4375283.23
46462,YJ2744F,724560.27,4374490.33
46473,YJ2744H,724583.87,4374578.81
97291,YJ2792H,729601.85,4372777.49
98266,YJ2792F,729732.41,4372398.14
84086,YJ2780G,728363.42,4370660.08
72508,YJ2775A,727085.92,4374803.91
65462,YJ2764F,726427.3,4374413.48
64456,YJ2764E,726358.74,4374357.48
61521,YJ2765C,726005.52,4375149.74
63532,YJ2765C,726221.04,4375172.51
62534,YJ2765C,726188.14,4375136.59
62531,YJ2765C,726130.06,4375217.53
78231,YJ2772D,727681.32,4372170.78
81246,YJ2782C,728016.38,4372215.52
85232,YJ2782D,728445.65,4372189.36
53294,YJ2752G,725224.37,4372772.39
54299,YJ2752G,725322.93,4372754.15
55292,YJ2752H,725397.06,4372739.44
55291,YJ2752H,725411.48,4372716.91
48085,YJ2740H,724769.62,4370687.65
49092,YJ2740H,724789.46,4370722.43
50084,YJ2750G,724942.14,4370677.88
68368,YJ2763F,726718.63,4373436.07
55288,YJ2752H,725449.45,4372606.27
54263,YJ2752E,725313.38,4372489.14
52273,YJ2752G,725088.1,4372577.71
45269,YJ2742F,724436.43,4372460.02
57532,YJ2755D,725735.92,4375361.72
13572,YJ2715G,721275.85,4375555.49
97016,YJ2790B,729602.61,4369885.62
97338,YJ2793D,729496.47,4373140.86
99327,YJ2793B,729859.51,4372899.37
00292,YJ3702G,729926.68,4372789.6
00296,YJ3702G,729949.39,4372706.12
99233,YJ2792D,729892.12,4372252.38
00260,YJ3702E,729978.28,4372444.88
00275,YJ3702E,729960.13,4372537.81
01297,YJ3702G,730010.85,4372720.26
91705,YJ2697A,729044.78,4366859.75
92705,YJ2697A,729189.49,4366856.64
49616,YJ2746B,724881.49,4375929.95
46212,YJ3542B,734514.77,4351923.62
48155,YJ3541F,734760.45,4351402.35
50035,YJ2750C,724971.97,4370183.15
50046,YJ2750C,724978.8,4370251.04
49046,YJ2740D,724892.04,4370207.84
41544,YJ2745C,724086.62,4375232.18
43557,YJ2745E,724199.34,4375296.39
93267,YJ2792E,729206.31,4372446.79
94251,YJ2792E,729323.54,4372403.28
91283,YJ2792G,729087.85,4372681.34
92283,YJ2792G,729101.19,4372674.02
92287,YJ2792G,729119.68,4372605.84
89286,YJ2782H,728850.72,4372650.47
88285,YJ2782H,728712.79,4372595.73
71484,YJ2774G,727080.62,4374627.99
73481,YJ2774G,727193.47,4374670.71
64525,YJ2765A,726387.28,4375027.98
95979,YJ2699H,729475.89,4369564.7
94942,YJ2699C,729307.46,4369297.61
95278,YJ2792H,729404.58,4372586.84
95274,YJ2792H,729457.56,4372539.54
55317,YJ2753B,725454.34,4372896.74
55309,YJ2753B,725431.63,4372856.86
56309,YJ2753B,725539.2,4372844.74
78355,YJ2773F,727767.11,4373331.28
77342,YJ2773D,727605.41,4373234.63
98258,YJ2792F,729716.98,4372350.14
94304,YJ2793A,729385.85,4372829.75
94293,YJ2792G,729370.3,4372781.44
94294,YJ2792G,729360.68,4372731.79
50461,YJ2754E,724919.59,4374471.52
47505,YJ2744H,724631.16,4374699.18
49539,YJ2745D,724838.26,4375151.12
48532,YJ2745D,724728.5,4375148.3
47524,YJ2745D,724628.48,4375082.19
46520,YJ2745B,724539.14,4374994.94
45511,YJ2745B,724486.44,4374923.38
45504,YJ2745B,724411.8,4374881.29
46508,YJ2745B,724516.93,4374841.34
46505,YJ2745B,724574.6,4374822.75
47493,YJ2744H,724603.21,4374782.15
93998,YJ2699G,729216.04,4369702.92
93984,YJ2699G,729211.1,4369647.98
93177,YJ2791E,729195.06,4371501.18
92174,YJ2791E,729157.48,4371515.42
92177,YJ2791E,729110.44,4371514.2
50266,YJ2752E,724942.1,4372397.82
52252,YJ2752E,725079.32,4372339.28
52254,YJ2752E,725130.53,4372387.56
52256,YJ2752E,725167.18,4372337.87
51247,YJ2752C,725189.9,4372389.15
49263,YJ2742F,724851.67,4372474.86
14597,YJ2715G,721295.11,4375717.77
53209,YJ2752A,725234.15,4371840.4
14562,YJ2715E,721358.77,4375479.35
87203,YJ2782B,728675.94,4371883.86
57815,YJ2658B,725686.39,4367959.51
58822,YJ2658D,725703.52,4368020.84
58816,YJ2658B,725780.41,4367944.58
58819,YJ2658B,725747.46,4367933.01
86155,YJ2781F,728591.88,4371279.47
86176,YJ2781F,728525.42,4371514.07
85179,YJ2781H,728403.48,4371561.53
82256,YJ2782E,728135.8,4372288.38
43278,YJ3542E,734214.81,4352521.63
81265,YJ2782E,728097.59,4372385.46
54303,YJ2753A,725289.26,4372891.15
53306,YJ2753A,725293.33,4372854.26
50292,YJ2752G,724933.53,4372774.26
96278,YJ2792F,729511.24,4372499.46
71442,YJ2774C,727044.45,4374278.37
71454,YJ2774E,727041.42,4374333.68
61485,YJ2764G,726094.59,4374615.94
62485,YJ2764G,726156.56,4374610.87
62481,YJ2764G,726126.69,4374662.05
62496,YJ2764G,726144.41,4374723.89
62495,YJ2764G,726159.81,4374709.32
63481,YJ2764G,726213.14,4374684.21
60497,YJ2764G,725933.32,4374718.48
61506,YJ2765A,726033.87,4374818.86
49467,YJ2744F,724803.27,4374423.14
48451,YJ2744F,724719.03,4374378.82
48466,YJ2744F,724735.14,4374410.76
48467,YJ2744F,724691.31,4374418.69
47464,YJ2744F,724675.43,4374423.93
49492,YJ2744H,724841.88,4374764.29
49495,YJ2744H,724871.68,4374755.7
50508,YJ2755A,724946.75,4374806.42
50503,YJ2755A,724905.28,4374874.98
35366,YJ2733F,723471.75,4373455.56
79262,YJ2782E,727839.72,4372467.04
80269,YJ2782E,727928.16,4372428.75
80265,YJ2782E,727979.78,4372410.3
81267,YJ2782E,728013.41,4372409.24
53960,YJ2659E,725232.55,4369398.71
54970,YJ2659E,725293.88,4369412.2
53960,YJ2659E,725136.34,4369486.74
53960,YJ2659E,725166.26,4369415.18
89317,YJ2783B,728763.72,4372904.9
33052,YJ2730E,723238.26,4370390.46
27245,YJ2722D,722680.17,4372278.68
62057,YJ2760E,726159.75,4370277.43
64050,YJ2760E,726348.84,4370376.69
62493,YJ2764G,726168.01,4374768.74
64090,YJ2760G,726189.4,4370731
63091,YJ2760G,726192.68,4370692.19
63092,YJ2760G,726218.36,4370690.7
95175,YJ2791F,729486.55,4371533.3
94144,YJ2791C,729441.97,4371482.82
95175,YJ2791F,729427.68,4371428.74
65246,YJ2762D,726463.67,4372214.61
66244,YJ2762D,726572.9,4372241.61
63239,YJ2762C,726228.05,4372109.55
59252,YJ2752F,725835.69,4372389.62
59258,YJ2752F,725804.62,4372337.99
59259,YJ2752F,725847.94,4372331.85
59257,YJ2752F,725822.09,4372312.47
66326,YJ2763B,726493.89,4372976.85
66325,YJ2763B,726506.22,4372984.31
67312,YJ2763B,726626.48,4372991.84
68313,YJ2763B,726771.23,4372975.76
51893,YJ2658G,725105.01,4368929.73
00197,YJ3701G,729916.03,4371679.7
50293,YJ2752G,724977.17,4372757.64
77469,YJ2774F,727573.54,4374388.69
47316,YJ2743B,724673.64,4372908.11
58291,YJ2752H,725674.33,4372679.24
57296,YJ2752H,725673.92,4372725.11
57284,YJ2752H,725630.19,4372673.9
58282,YJ2752H,725701.32,4372614.4
57286,YJ2752H,725679.57,4372635.67
57289,YJ2752H,725650.11,4372645.75
56202,YJ2752B,725528.18,4371859.76
50512,YJ2755A,724900.05,4374952.72
49526,YJ2745D,724871.22,4375065.01
48527,YJ2745B,724780.27,4374999.05
41575,YJ2745E,724066.56,4375489.88
41562,YJ2745E,724051.71,4375471.79
41569,YJ2745E,724035.69,4375434.31
41567,YJ2745E,724006.78,4375388.08
41552,YJ2745E,724030.91,4375362.78
41559,YJ2745E,724050.72,4375342.74
40544,YJ2745E,723981.78,4375297.5
41556,YJ2745E,723987.73,4375349.42
43553,YJ2745E,724259.24,4375351.3
98294,YJ2792H,729774.87,4372759.43
42529,YJ2745C,724146.13,4375048.96
42531,YJ2745C,724103.74,4375090.01
41523,YJ2745C,724057.49,4375064.09
42535,YJ2745C,724166.79,4375196
43549,YJ2745C,724236.19,4375235.44
95192,YJ2791H,729421.37,4371792.05
93216,YJ2792A,729282.67,4371957.23
91204,YJ2792A,729086.65,4371860.77
92136,YJ2791C,729154.03,4371117.01
94119,YJ2791C,729348.88,4371041.92
78351,YJ2773F,727700.36,4373355.68
25238,YJ2722D,722400.01,4372137.91
24236,YJ2722C,722332.94,4372109.34
25233,YJ2722D,722453.14,4372177.91
25231,YJ2722D,722414.57,4372160.02
50642,YJ2756C,724897.25,4376223.77
39344,YJ3533D,733875.69,4353253.08
80865,YJ2688E,727976.2,4368490.06
38373,YJ3533H,733700.53,4353576.71
38364,YJ3533F,733743.31,4353488.77
39371,YJ3533F,733797.3,4353521.19
40334,YJ3543C,733901.77,4353181.73
50880,YJ2658G,725103.66,4368807.82
50889,YJ2658G,725100.63,4368846.37
62888,YJ2668G,726274.32,4368805.3
97254,YJ2792F,729691.58,4372359.6
53756,YJ2757E,725281.52,4377316.97
44914,YJ2649A,724334.34,4368973.81
68940,YJ2669D,726730.06,4369202.26
19119,YJ2811B,721875.97,4380919.54
23076,YJ2820G,722333.08,4380574.82
24052,YJ2820E,722263.58,4380336.34
58564,YJ2755F,725749.49,4375417.28
59569,YJ2755F,725834.15,4375397.65
59558,YJ2755F,725844.85,4375355.72
59559,YJ2765E,725922.14,4375330.62
55203,YJ2752B,725489.31,4371895.61
64246,YJ2762C,726303.84,4372220.28
64235,YJ2762C,726367.91,4372122.3
69328,YJ2763D,726807.6,4373066.04
69336,YJ2763D,726867.52,4373098.75
58257,YJ2752F,725715.06,4372322.79
58259,YJ2752F,725736.43,4372357.69
58254,YJ2752F,725770.48,4372330.99
70386,YJ2773G,726958.56,4373601.89
69371,YJ2763H,726845.41,4373570.63
69383,YJ2763H,726881.58,4373680.34
77306,YJ2773B,727632.29,4372813.33
25038,YJ2820D,722442.65,4380111.87
26966,YJ2729F,722565.68,4379453.51
88192,YJ2781H,728787.65,4371783
55023,YJ2750D,725432.32,4370095.43
71212,YJ2772A,727079.22,4371844.87
94989,YJ2699G,729327.73,4369609.71
95974,YJ2699H,729487.82,4369780.73
97279,YJ2792H,729614.95,4372556.01
95285,YJ2792H,729478.05,4372623.59
95288,YJ2792H,729405.77,4372640.51
53312,YJ2753A,725226.21,4372930.6
77281,YJ2772H,727584.33,4372666.9
52311,YJ2753A,725092.97,4372948.98
54317,YJ2753A,725363.04,4372906.79
62526,YJ2765A,726158.17,4375053.03
63523,YJ2765C,726274.38,4375077.39
65518,YJ2765B,726467.31,4374959.93
47495,YJ2744H,724695.9,4374773.6
49493,YJ2744H,724808.85,4374768.95
45521,YJ2745D,724557.41,4375275.32
96126,YJ2791A,729221.95,4370976.42
74223,YJ2772C,727375.06,4372074.81
73224,YJ2772C,727243.4,4372049.89
72238,YJ2772C,727147.38,4372121.89
72221,YJ2772C,727129.57,4372079.84
15584,YJ2715H,721446.39,4375677.27
16583,YJ2715H,721518.74,4375600.18
16593,YJ2715H,721496.2,4375701.78
16582,YJ2715H,721501.74,4375644.46
15551,YJ2715F,721393.3,4375390.77
14564,YJ2715E,721386.31,4375432.68
14554,YJ2715E,721361.22,4375347.5
61553,YJ2765E,725981.24,4375311.75
60543,YJ2765C,725886.99,4375271.51
59544,YJ2755D,725876.69,4375246.89
60549,YJ2765C,725934.74,4375223.58
42301,YJ3543A,734077.7,4352795.91
36422,YJ3534B,733515.21,4354041.19
38376,YJ3533H,733764.93,4353600.35
44039,YJ2740C,724345.61,4370144.03
45041,YJ2740D,724401.07,4370213.72
48033,YJ2740D,724707.13,4370181.9
75264,YJ2772F,727475.95,4372436.53
57564,YJ2755F,725655.93,4375423.08
48035,YJ2740D,724780.16,4370166.52
50032,YJ2750C,724869.12,4370146.02
50032,YJ2750C,724975.63,4370128.18
50263,YJ2752E,724941.96,4372460.26
82218,YJ2782A,728098.06,4371949.09
26009,YJ2820B,722590.93,4379800.7
55040,YJ2750C,725297.42,4370189.57
62164,YJ2761E,726153.38,4371438.33
64090,YJ2760G,726387.56,4370718.86
50832,YJ2658C,724895.82,4368135.88
50832,YJ2658C,724971.01,4368111.59
47271,YJ2742H,724616.9,4372562.48
46279,YJ2742H,724631.01,4372526.64
51898,YJ2658G,725133.11,4368959.38
52892,YJ2658G,725232.07,4368917.39
53897,YJ2658G,725326.84,4368909.06
52873,YJ2658G,725219.73,4368793.14
53873,YJ2658G,725304.43,4368789.5
53878,YJ2658E,725358.2,4368716.65
82254,YJ2782E,728185.49,4372322.13
83251,YJ2782E,728201.68,4372372.51
84257,YJ2782E,728292.56,4372306.49
46956,YJ2649F,724574.7,4369335.44
65525,YJ2765B,726476,4375002.24
65521,YJ2765D,726441.25,4375041.92
63543,YJ2765C,726221.16,4375253.17
65545,YJ2765C,726300.69,4375217.4
66531,YJ2765D,726487.71,4375130.65
64538,YJ2765C,726328.13,4375125.6
77267,YJ2772F,727621.73,4372395.8
77258,YJ2772F,727597.2,4372343.62
76244,YJ2772D,727558.8,4372232.32
79139,YJ2771D,727845.11,4371139.4
74492,YJ2774G,727283,4374741.86
57334,YJ2753D,725642.66,4373179.22
58325,YJ2753D,725748.2,4373063.96
58327,YJ2753B,725754.66,4373011.5
57335,YJ2753D,725673.98,4373168.2
57333,YJ2753D,725599.36,4373192.1
57339,YJ2753D,725617.21,4373147.22
57331,YJ2753D,725627.4,4373107.27
57338,YJ2753D,725598.09,4373091.22
77284,YJ2772H,727693.3,4372632.2
26247,YJ2722D,722612.83,4372198.02
26240,YJ2722D,722492.54,4372189.75
25234,YJ2722D,722477.76,4372137.21
96283,YJ2792H,729589.28,4372697.05
96299,YJ2792H,729560.26,4372761.68
96307,YJ2793B,729501.1,4372800.29
96291,YJ2792H,729496.96,4372754.49
96297,YJ2792H,729482.41,4372706.69
76279,YJ2772F,727542.35,4372537.75
44551,YJ2745E,724314.2,4375296.66
44842,YJ2648C,724350.16,4368229.26
28233,YJ2722D,722754.66,4372167.88
28232,YJ2722D,722691.9,4372181.56
44555,YJ2745E,724387.27,4375345.52
