id;DISTRITO;geo_shape;geo_point_2d;Total_hoteles;1_estrella;2_estrellas;3_estrellas;4_estrellas;5_estrellas;Total_plazas;Fecha_creacion;Fecha_baja
16;BENICALAP;"{""coordinates"": [[[-0.3931263029506373, 39.504331443867436], [-0.388886035794183, 39.500236303675734], [-0.38614140384010465, 39.497589072293636], [-0.3813916531257842, 39.498684766874696], [-0.38119800786389685, 39.49693271906647], [-0.3806876418432258, 39.49577710094469], [-0.38024277141655904, 39.494735575972335], [-0.38009683191243965, 39.49388095638381], [-0.38146635916307253, 39.493560495004004], [-0.38328386721278757, 39.4932501068377], [-0.3825539355746324, 39.49134183172392], [-0.3821647490935061, 39.49028804564966], [-0.3857315618200608, 39.48942694928354], [-0.3861587352211082, 39.48933295826676], [-0.3869194580131582, 39.4891608926457], [-0.389470864329285, 39.48855610433288], [-0.39052352527076106, 39.48823291936472], [-0.392074247579047, 39.48755154346455], [-0.3934344299102602, 39.4869514470269], [-0.3925789026985347, 39.485734091399735], [-0.39524504249188686, 39.4845822202528], [-0.396006366485607, 39.485851498570995], [-0.39620985895784117, 39.48610380071733], [-0.3973697605385681, 39.487539654934295], [-0.3993337697828065, 39.49023704602541], [-0.40101802028081246, 39.4925500478451], [-0.40250117521570145, 39.494586725756236], [-0.40007527258104125, 39.49568108252381], [-0.3997180532403663, 39.49520463132326], [-0.3982444035133673, 39.496018461044244], [-0.40148222514829074, 39.498970840177044], [-0.4014506471824624, 39.49897789953524], [-0.401359755754533, 39.499003307542594], [-0.4012831214548542, 39.49901215187036], [-0.4012298898709398, 39.49905108645579], [-0.40121475680681856, 39.499124854337296], [-0.40120352306036716, 39.499206943470405], [-0.4011718075452196, 39.49932659160422], [-0.401172303911746, 39.499459617573976], [-0.4011696780449622, 39.49953788130905], [-0.4011661533208827, 39.49961842218111], [-0.40114246967459505, 39.49970570117036], [-0.40113132190176365, 39.49974179330317], [-0.40111727190891816, 39.49977400979866], [-0.4010746911138928, 39.49985912738799], [-0.401072303614992, 39.49987451505893], [-0.40100976352893297, 39.49986740456956], [-0.40061091818441286, 39.499888679775744], [-0.4003598571715389, 39.49989189139084], [-0.40032548243600885, 39.499912509157106], [-0.40030093415147006, 39.49994995899249], [-0.40020092208551283, 39.49991117253779], [-0.3998320544335341, 39.499878180201975], [-0.3997611260992485, 39.49987991714184], [-0.399738922561941, 39.49989938372547], [-0.3997351613920065, 39.499942559776365], [-0.399721730013231, 39.499957231801474], [-0.3995034763000683, 39.499935707914176], [-0.399423219540338, 39.4999272180845], [-0.39932501461021713, 39.499911705003385], [-0.3992671338098031, 39.49990875182151], [-0.3992593703954711, 39.4999401268392], [-0.3992348681257836, 39.50002216198532], [-0.39919071746110635, 39.50011500929302], [-0.3991554961969509, 39.50012900431367], [-0.39912239819435774, 39.50012223654304], [-0.3990824058256856, 39.50011325141819], [-0.39900589670862846, 39.50009157523964], [-0.39891419055853133, 39.50007454066355], [-0.39881224431057793, 39.50004397978919], [-0.39873770171174644, 39.500029131080645], [-0.398636825352373, 39.50000137772281], [-0.39852179794772036, 39.49997921720404], [-0.39840293167690843, 39.49995335809064], [-0.3982634077930824, 39.49991300059202], [-0.39805321858437853, 39.49985767340481], [-0.3975941061341828, 39.49975389789997], [-0.3975244607750864, 39.49980227368905], [-0.39750118336922147, 39.49979690557713], [-0.39741395377523653, 39.49989176016557], [-0.39738422973671744, 39.49995225503105], [-0.3973497012949256, 39.50004987559622], [-0.39729319652649764, 39.50018421917656], [-0.3972614012769777, 39.500300513093364], [-0.39720981096689584, 39.50039508480422], [-0.3971582201750453, 39.50048966548739], [-0.39716565013943866, 39.500566947163485], [-0.3970928532743497, 39.50066296262065], [-0.39703456199789133, 39.500845138731464], [-0.39699705729876694, 39.501022465309994], [-0.39693842427093834, 39.501122194285635], [-0.3969031887200831, 39.501238411002475], [-0.39688728468907253, 39.50129655775096], [-0.3968561823789952, 39.50139425489678], [-0.39682878206706546, 39.50147221564306], [-0.3967608339991439, 39.50154515088383], [-0.3967466827457242, 39.50164854297244], [-0.3967791344333297, 39.5017489522911], [-0.39674538313245433, 39.50175499771272], [-0.3931263029506373, 39.504331443867436]]], ""type"": ""Polygon""}";39.494492965157754, -0.39191110162504944;4;0;0;1;3;0;1443;2023-03-27;NA
1;CIUTAT VELLA;"{""coordinates"": [[[-0.3810545927151668, 39.48223174307488], [-0.380234716010964, 39.48212317402646], [-0.3791091255987654, 39.48197166921415], [-0.3779548293200773, 39.48161679911833], [-0.3766307243776371, 39.481005847244376], [-0.3750360060061322, 39.48003742521533], [-0.37434476900640734, 39.47950381252588], [-0.3741338141452865, 39.47933688765808], [-0.3728004667273934, 39.478568030159195], [-0.3725621988360456, 39.4784320157112], [-0.3705870978384389, 39.47720719075633], [-0.36976874553403255, 39.47675174493576], [-0.3688472476201057, 39.47646962022076], [-0.36601570037277603, 39.47310826975881], [-0.36838228861531236, 39.47207634657074], [-0.36866414107736006, 39.471884535672125], [-0.37042189845868867, 39.470311768385166], [-0.37112551749880224, 39.46974212517277], [-0.3729149139618596, 39.46850335057902], [-0.3738766986393451, 39.46780889833647], [-0.37491579380279044, 39.46712519299866], [-0.37652726010842674, 39.46735076722082], [-0.37695411383000127, 39.46745499491857], [-0.37885836944844103, 39.46791237418445], [-0.37985190179745104, 39.46815099000402], [-0.380888876814457, 39.46854823056451], [-0.38138093500631537, 39.4687349908713], [-0.3834525008374763, 39.4703311659887], [-0.3835646606465379, 39.4705949466614], [-0.38392571662677766, 39.47154448638478], [-0.38405533707630646, 39.47188523449517], [-0.38404679242928536, 39.47213278430961], [-0.3840230445760731, 39.47278538810526], [-0.3839792960905676, 39.473739327509925], [-0.38416788261269663, 39.47554982863048], [-0.38419083748645666, 39.475771060979206], [-0.38386428209174667, 39.47760148693518], [-0.3837319101822565, 39.47834173261105], [-0.3830241737857565, 39.48028068690628], [-0.3833952362210292, 39.48115839149668], [-0.3810545927151668, 39.48223174307488]]], ""type"": ""Polygon""}";39.474415427888424, -0.37675969658141606;34;2;6;12;12;2;3254;2023-03-27;NA
6;EL PLA DEL REAL;"{""coordinates"": [[[-0.3622859877164847, 39.48482958890214], [-0.36274295605275014, 39.48388953690818], [-0.3548897353875538, 39.47808507712892], [-0.3546710796377956, 39.47854405071151], [-0.3527421808643967, 39.47798661591224], [-0.35389337633087153, 39.47585075201477], [-0.3524766344052729, 39.47544912373336], [-0.3544116014080479, 39.47147531108982], [-0.35682925903951773, 39.46650797185571], [-0.3580075380387248, 39.46408889982538], [-0.35867498476202975, 39.46370768512092], [-0.35982657870097534, 39.46335549288431], [-0.3601520256449099, 39.46414214560331], [-0.3610672657633645, 39.46591062665864], [-0.36176615725467715, 39.467196723894816], [-0.3624005633385895, 39.46838226582615], [-0.36313133483645105, 39.46942134607541], [-0.3637788411207857, 39.470242313253294], [-0.36453615919605226, 39.4712144211848], [-0.36601570037277603, 39.47310826975881], [-0.3688472476201057, 39.47646962022076], [-0.36824595208954986, 39.47705959213488], [-0.36744378861820076, 39.477311676673075], [-0.3646725246832053, 39.48297389879335], [-0.3638102567525038, 39.48473805714915], [-0.3635724593960771, 39.48522363952425], [-0.3622859877164847, 39.48482958890214]]], ""type"": ""Polygon""}";39.4745936913893, -0.3603780274174357;4;0;1;1;0;2;894;2023-03-27;NA
12;CAMINS AL GRAU;"{""coordinates"": [[[-0.3544116014080479, 39.47147531108982], [-0.3493938605877272, 39.46996462094234], [-0.3443931313383725, 39.46853071498673], [-0.3443387645629006, 39.4686420820301], [-0.34408391333377786, 39.46875337163883], [-0.34371154907069856, 39.46865027797054], [-0.34356908784732904, 39.4684803596222], [-0.3435347902703897, 39.468312913674815], [-0.3417802796953769, 39.46782237435545], [-0.33542506438542136, 39.46595171897474], [-0.3364954890030063, 39.46367453129206], [-0.33701443970081696, 39.46303779394601], [-0.33775246540844217, 39.46237002887816], [-0.33859954252973284, 39.46171827843422], [-0.33943086648697646, 39.46107967406734], [-0.33984515142917315, 39.46055764099684], [-0.3400701143204393, 39.46006730839146], [-0.3406208545537822, 39.458251142837696], [-0.3408845910161126, 39.457752686828414], [-0.34140448920626015, 39.454093527069126], [-0.3430141726320126, 39.453819517234734], [-0.3438101561328592, 39.453819685206426], [-0.3448537849411863, 39.45391559329109], [-0.34556735277600575, 39.454039998205346], [-0.34625149607522204, 39.45415470911111], [-0.3473249705807093, 39.454440460826504], [-0.34899915431353773, 39.45545158177711], [-0.34904478028705455, 39.45549316199456], [-0.35055109323580536, 39.45660404168587], [-0.3526612103538856, 39.45794037301138], [-0.3550757615119727, 39.45931514412868], [-0.357882424010485, 39.460081670121106], [-0.35982657870097534, 39.46335549288431], [-0.35867498476202975, 39.46370768512092], [-0.3580075380387248, 39.46408889982538], [-0.35682925903951773, 39.46650797185571], [-0.3544116014080479, 39.47147531108982]]], ""type"": ""Polygon""}";39.46279474527259, -0.3478024542887355;18;0;1;4;13;0;5021;2023-03-27;NA
8;PATRAIX;"{""coordinates"": [[[-0.4143525635090557, 39.459593381039404], [-0.4143379874829565, 39.459631740815034], [-0.4143234079311291, 39.459697190160426], [-0.4143146638099371, 39.459737805770736], [-0.4142563867487128, 39.45985064249423], [-0.4142184747374042, 39.459947680295826], [-0.41418058821032117, 39.460042457425246], [-0.4141630890275385, 39.460110166071495], [-0.4141514318215191, 39.460146275482714], [-0.41408993992615784, 39.460287850921574], [-0.41406079760327874, 39.46038939903009], [-0.4140287398205046, 39.460477405002024], [-0.4139617050290135, 39.46057218211872], [-0.41394421023599853, 39.46063536837278], [-0.413891723917292, 39.46080237789207], [-0.4138509279730648, 39.46093552195287], [-0.4138305203664103, 39.460994192991336], [-0.41379521332625613, 39.4610716943217], [-0.41372233868531344, 39.46120707939645], [-0.4136640419828371, 39.46132979805851], [-0.4136494640543235, 39.46137069818672], [-0.41361303289632634, 39.46146096701815], [-0.4135802563784393, 39.461535713823615], [-0.41353653691027303, 39.46160059562306], [-0.41349959656886354, 39.46166098871315], [-0.4134886618954146, 39.46170330321], [-0.4134759079602241, 39.461738568324655], [-0.41346680362831684, 39.461785121682034], [-0.4134176118421244, 39.46189513314024], [-0.4133921097325213, 39.46195860053184], [-0.41334673507902236, 39.46203677852382], [-0.41333181004084646, 39.46207605829344], [-0.4133183736647067, 39.46213382133563], [-0.4133124023092181, 39.46216732750911], [-0.41331090575848123, 39.46222278876761], [-0.41331537396690443, 39.46228633760451], [-0.4132795410569594, 39.46240372727906], [-0.41308845750938505, 39.46281824186628], [-0.4130257781060712, 39.462985780760675], [-0.41296309557346333, 39.46310132042384], [-0.41293042982299194, 39.463125980236335], [-0.40569462706788095, 39.46349143970998], [-0.39740124493015, 39.46390587487708], [-0.396184636100329, 39.46394167628331], [-0.394558143693411, 39.4654232025002], [-0.3953351767586971, 39.4679405519231], [-0.39003075556862127, 39.46700623738343], [-0.3881936066315591, 39.46442448571643], [-0.38693717983977277, 39.46267105333486], [-0.388011313248574, 39.46219071434152], [-0.38754110007386866, 39.46151799689714], [-0.3888892580926706, 39.459944741034725], [-0.38821142790233504, 39.45956014835744], [-0.3902901972620125, 39.45647179908392], [-0.3947468599116461, 39.44987376395271], [-0.39600378513265944, 39.45077578949032], [-0.3980097637622234, 39.452451316621044], [-0.3985844272500256, 39.45297318035851], [-0.39746294959287204, 39.453930028914165], [-0.39830433723075587, 39.4545839901384], [-0.4008979590264519, 39.452515948543635], [-0.4028129372767928, 39.450842587069765], [-0.40378557551709093, 39.44995893583976], [-0.40404317435445414, 39.449554786405045], [-0.40585349728372644, 39.44764481340107], [-0.409208497385736, 39.45230965419426], [-0.4143525635090557, 39.459593381039404]]], ""type"": ""Polygon""}";39.458397747932665, -0.4004125691493868;0;0;0;0;0;0;;2023-03-27;NA
14;BENIMACLET;"{""coordinates"": [[[-0.3548897353875538, 39.47808507712892], [-0.36274295605275014, 39.48388953690818], [-0.3622859877164847, 39.48482958890214], [-0.3635724593960771, 39.48522363952425], [-0.3635416532825679, 39.485385098257204], [-0.36470631125474773, 39.48625383689264], [-0.3653911262640852, 39.48570631837751], [-0.3665532414851473, 39.486007437965746], [-0.36760750818660926, 39.48627906751097], [-0.3686949988381415, 39.48655594429742], [-0.3688559293038581, 39.48625779476901], [-0.3693336297303407, 39.4864037421615], [-0.3694398867511494, 39.486225972362], [-0.36983126200011074, 39.48632942394617], [-0.36911641197026074, 39.48738528421163], [-0.3684184637905289, 39.487973057731274], [-0.36538166078399903, 39.48974651483251], [-0.36473266077241556, 39.48919127209429], [-0.36542721230099, 39.48867550537094], [-0.3658595117988715, 39.488311451777], [-0.3639897913469805, 39.4868321536166], [-0.36288606869222867, 39.48781157718292], [-0.3630502931199239, 39.48794593116528], [-0.3622940885660968, 39.4885548669785], [-0.360551356943016, 39.48848376237335], [-0.35789362105003447, 39.49380605876584], [-0.3576167848218172, 39.494093061008776], [-0.3576152900973953, 39.49409507200066], [-0.357508596058609, 39.49401807118653], [-0.3573594973846882, 39.49390915180244], [-0.3572190596989944, 39.4937978256986], [-0.3571927949939113, 39.493777841491784], [-0.3571159558519923, 39.4937193837114], [-0.35706666197911774, 39.49368424545836], [-0.3569910124158163, 39.49363030100856], [-0.356926146176474, 39.493581448507726], [-0.35688241969958606, 39.49354851784143], [-0.35682595173465126, 39.49351338745818], [-0.3566874570476734, 39.49342723030228], [-0.3564460801400767, 39.49328750858831], [-0.3562930065731804, 39.49319151505283], [-0.3562150399574087, 39.49315148994321], [-0.35613303774236016, 39.4931038236298], [-0.3559501978848205, 39.49299099966176], [-0.35578405453381423, 39.49288555516982], [-0.35564222926913025, 39.49279837507319], [-0.3555992634496555, 39.49277239797319], [-0.35553771350434904, 39.492735178398505], [-0.3554927926174393, 39.49270802166228], [-0.35537581193933027, 39.4926289019714], [-0.35530787249600665, 39.49258387941732], [-0.35526372686869667, 39.49254456042262], [-0.35514986503915713, 39.49242122453004], [-0.3550080020550828, 39.492271305944215], [-0.3549258049193287, 39.49218099598605], [-0.35483389157900397, 39.49190968638189], [-0.3547634942794505, 39.4917869342], [-0.35452263626508956, 39.49162396880856], [-0.35444387816008444, 39.49155675414767], [-0.3543383844530765, 39.49145258942144], [-0.354165794786012, 39.49130329447585], [-0.3540244307604253, 39.491198880212636], [-0.3538982366777796, 39.491120612282415], [-0.35381354390699765, 39.491067964313956], [-0.35374672839121135, 39.491010237109556], [-0.3536616212981523, 39.49092193201103], [-0.35358276929770077, 39.490830264917115], [-0.35347945164871447, 39.490708645004574], [-0.35339959024024425, 39.49062183753481], [-0.35334941697251676, 39.49059190276989], [-0.35324225518810715, 39.49052504029914], [-0.3531518750176621, 39.49046052391577], [-0.35308833219749114, 39.4904097265413], [-0.35298300198132354, 39.490294916000344], [-0.3528739729301442, 39.49018413809329], [-0.35268747631689074, 39.49008467581748], [-0.3525592716954628, 39.490013216300476], [-0.3524406661377436, 39.489949849003565], [-0.3523594670419663, 39.489898648926186], [-0.352275453017839, 39.48982818702489], [-0.35221420470119047, 39.48978956722872], [-0.35219368633909376, 39.4897766315678], [-0.3521592878269606, 39.48974618191898], [-0.352149175225622, 39.48973723101235], [-0.35212915910531933, 39.48970524429245], [-0.35200412333184045, 39.48964345069192], [-0.3519237377431309, 39.48958584562278], [-0.35182691550359263, 39.489546532002514], [-0.35165841672011405, 39.48947043255001], [-0.3515487439537167, 39.489412835354486], [-0.35143238331251037, 39.489357454910326], [-0.3513480292397348, 39.48932232588112], [-0.3512167038289565, 39.48926270331715], [-0.35114176167628874, 39.48923293268418], [-0.3509753719995322, 39.489166853006765], [-0.35074991829914753, 39.48906407615441], [-0.3506802216222855, 39.489041001203006], [-0.3506499783873058, 39.48902882549159], [-0.35054360492626385, 39.48898603187289], [-0.35047438274903747, 39.488957202026164], [-0.35039755516078785, 39.48891831612629], [-0.35032260183869784, 39.48887202269014], [-0.3502834417005912, 39.4888341217905], [-0.3502616953917671, 39.488792618108675], [-0.3501123291878716, 39.488749176998255], [-0.3497774881364465, 39.48868426273698], [-0.34954929752492236, 39.488657590029334], [-0.349310060278279, 39.48863065586583], [-0.34901541349273607, 39.48860244804913], [-0.34848687923322896, 39.488558299243564], [-0.3481277472746828, 39.488525041173276], [-0.3478699053608789, 39.488501255909185], [-0.34758391257211946, 39.48848092644371], [-0.34723581762634015, 39.48844026014043], [-0.34699470233958796, 39.488415368368045], [-0.34670907859540945, 39.48835386625653], [-0.345887660112513, 39.488173309590685], [-0.3455725893094116, 39.488117600340885], [-0.34519985796516656, 39.488029663881406], [-0.34460767120948177, 39.48784575911028], [-0.34412345124357685, 39.48769081386643], [-0.34406034748611236, 39.48764307562077], [-0.3440043053469864, 39.48753567177481], [-0.3439095211090541, 39.487347438833595], [-0.34386050190928696, 39.48729774322771], [-0.34379890009828423, 39.48726889445006], [-0.3437165567655588, 39.48725135490208], [-0.34359619063080227, 39.48723547749912], [-0.34346118090345357, 39.487220985849476], [-0.34336093414069885, 39.48720403669895], [-0.34322751041123994, 39.4871707978374], [-0.3430675159124385, 39.48713555490643], [-0.342757228635524, 39.48706463261561], [-0.35155982565198896, 39.48155414800844], [-0.3533216439323211, 39.480197942359965], [-0.3538932713912536, 39.479589365640045], [-0.3546710796377956, 39.47854405071151], [-0.3548897353875538, 39.47808507712892]]], ""type"": ""Polygon""}";39.48605709546641, -0.35570925948113463;1;0;0;1;0;0;126;2023-03-27;NA
