codigo,nombre,Territorio - Superficie distrito [km2],Movilidad y transporte - Paradas EMT [por_km2],Movilidad y transporte - Turismos [por_1000_hab],Movilidad y transporte - Edad media turismos particulares [anos],Movilidad y transporte - Superficie aparcamiento por vivienda [m2_vivienda],Movilidad y transporte - Superficie aparcamiento por turismo [m2_turismo],Movilidad y transporte - Aparcamiento publico o de rotacion [por_1000_hab],Movilidad y transporte - Aparcamiento asociado a vados [por_1000_hab],Movilidad y transporte - Itinerarios ciclistas [m_por_km2],Movilidad y transporte - Intensidad media de trafico IMV [actual],Vivienda - Viviendas proteccion publica [% viviendas],Politica - Participacion electoral media [%],Politica - Votos nulos media [% votos emitidos],Politica - Votos en blanco media [% votos validos],Politica - Votos a candidaturas media [% votos validos],Politica - PP [% votos candidaturas media],Politica - PSOE [% votos candidaturas media],Politica - Compromis Sumar [% votos candidaturas media],Politica - VOX [% votos candidaturas media],Politica - Podemos Unides [% votos candidaturas media],Politica - Ciudadanos [% votos candidaturas media],Politica - Se Acabo La Fiesta [% votos candidaturas media],Politica - Otros partidos [% votos candidaturas media],Politica - Bloque izquierda PSOE_Compromis_Podemos [% votos candidaturas media],Politica - Bloque derecha PP_VOX_Cs_SALF [% votos candidaturas media],Economia - Renta neta media por persona [EUR],Economia - Mediana renta por unidad de consumo [EUR],Economia - Desigualdad renta Gini [indice],Economia - Fuente ingresos salario [%],Economia - Fuente ingresos pensiones [%],Economia - Fuente ingresos prestaciones desempleo [%],Economia - Poblacion ocupada [% 16+],Economia - Poblacion parada [% 16+],Economia - Jubilacion o prejubilacion [% 16+],Economia - Ocupados por cuenta propia [% ocupados],Economia - Ocupados cuenta ajena temporal [% ocupados],Economia - Trabaja en el mismo municipio [% ocupados],Economia - Actividades economicas [por_1000_hab],Economia - Empresas activas [por_1000_hab],Economia - Empresas persona juridica [% empresas],Economia - Empresas industria [% empresas],Economia - Empresas construccion [% empresas],Economia - Empresas servicios [% empresas],Economia - Actividades industriales [por_1000_hab],Economia - Grado de terciarizacion economica [%],Economia - Plazas alojamiento turistico reglado [por_1000_hab],Economia - Viviendas turisticas [plazas_por_1000_hab],Economia - Viviendas turisticas [% viviendas],Economia - Oficinas bancarias [por_10000_hab],Economia - Terrazas hosteleria [por_1000_hab],Economia - Terrazas hosteleria superficie [m2_por_1000_hab],Economia - Economia social cooperativas y sociedades laborales [por_1000_hab],Demografia - Crecimiento vegetativo [por_1000_hab],Demografia - Personas por hogar [media],Demografia - Densidad poblacion [hab_km2],Demografia - Variacion interanual poblacion [%],Demografia - Edad media [anos],Demografia - Esperanza de vida al nacimiento [anos],Demografia - Indice estructura poblacion activa,Demografia - Poblacion 0-14 [%],Demografia - Poblacion 65+ [%],Demografia - Nacidos en Valencia [%],Demografia - Poblacion extranjera [% poblacion],Demografia - Edad media poblacion extranjera [anos],Demografia - Poblacion extranjera UE27 [% extranjera],Demografia - Poblacion extranjera resto Europa [% extranjera],Demografia - Poblacion extranjera Africa [% extranjera],Demografia - Poblacion extranjera America Norte [% extranjera],Demografia - Poblacion extranjera America Central [% extranjera],Demografia - Poblacion extranjera America Sur [% extranjera],Demografia - Poblacion extranjera Asia [% extranjera],Demografia - Poblacion extranjera otros origenes [% extranjera],Movilidad y transporte - Velocidad maxima media calles [km_h],Movilidad y transporte - Ocupacion via publica incidencias [por_km2],Movilidad y transporte - Ocupacion via publica duracion media [dias],Movilidad y transporte - Ocupacion via publica acera [por_km2],Movilidad y transporte - Ocupacion via publica estacionamiento [por_km2],Movilidad y transporte - Ocupacion via publica calzada [por_km2],Movilidad y transporte - Ocupacion via publica peatonal [por_km2],Movilidad y transporte - ValenBisi anclajes [por_km2],Movilidad y transporte - ValenBisi anclajes [por_1000_hab],Demografia - Indice de sobre-envejecimiento [2025],Demografia - Indice de envejecimiento [2025],Demografia - Hogares con dos menores de 18 anos [%],Demografia - Hogares con tres o mas menores de 18 anos [%],Demografia - Hogares de 2 personas [%],Demografia - Hogares de 5 o mas personas [%],Demografia - Hogares solo personas mayores de 64 anos [%],Demografia - Hogares solo personas mayores de 79 anos [%],Demografia - Hogares unipersonales [%],Demografia - Tasa general de fecundidad [2024],Demografia - Personas solteras [%],Demografia - Personas casadas [%],Demografia - Personas viudas [%],Demografia - Personas separadas o divorciadas [%],Demografia - Tasa bruta de inmigracion intraurbana [2024],Demografia - Tasa bruta de inmigracion interurbana [2024],Demografia - Tasa bruta de mortalidad [2024],Demografia - Tasa bruta de emigracion intraurbana [2024],Demografia - Tasa bruta de emigracion interurbana [2024],Demografia - Relacion de masculinidad [hombres_por_100_mujeres],Demografia - Razon de progresividad demografica [2025],Innovacion social - Proyectos [por_km2],Innovacion social - Proyectos [por_1000_hab],Edificacion vivienda 2025 residencial | Viviendas [por_1000_hab],Vivienda - Superficie construida media [m2],Urbanismo - Solares superficie [% superficie distrito],Urbanismo - Solares valor medio [EUR_m2],Vivienda - Valor catastral medio por vivienda [EUR],Vivienda - Valor catastral medio por m2 [EUR_m2],% centros publicos [actual],% centros concertados [actual],% centros privados [actual],Medio ambiente - Juegos infantiles superficie [m2_por_km2],Medio ambiente - Fuentes [por_km2],Medio ambiente - Fuentes agua filtrada y refrigerada [por_km2],Medio ambiente - Zonas acusticamente saturadas [por_km2],Medio ambiente - Contenedores escombros [por_1000_hab],Bienestar social - Vulnerabilidad equipamientos [indice],Bienestar social - Vulnerabilidad demografia [indice],Bienestar social - Vulnerabilidad economia [indice],Bienestar social - Vulnerabilidad global [indice],Bienestar social - Asociaciones discapacidad y enfermedad mental [por_1000_hab],Bienestar social - Asociaciones adicciones [por_1000_hab],Bienestar social - Asociaciones mayores [por_1000_hab],Bienestar social - Asociaciones sintecho [por_1000_hab],Bienestar social - Asociaciones etnicas [por_1000_hab],Bienestar social - Asociaciones poblacion general y participacion social [por_1000_hab],"Bienestar social - Asociaciones culturales, deportivas y recreativas [por_1000_hab]",Bienestar social - Asociaciones profesionales y economicas [por_1000_hab],Bienestar social - Recursos discapacidad fisica [por_1000_hab],Bienestar social - Recursos toda la poblacion [por_1000_hab],Bienestar social - Recursos conductas adictivas [por_1000_hab],Bienestar social - Recursos familia menores y adopciones [por_1000_hab],Bienestar social - Recursos inmigracion [por_1000_hab],Bienestar social - Recursos enfermedad mental [por_1000_hab],Bienestar social - Recursos dependencia [por_1000_hab],Bienestar social - Recursos discapacidad [por_1000_hab],Bienestar social - Recursos mayores [por_1000_hab],Bienestar social - Recursos juventud [por_1000_hab],Bienestar social - Recursos mujeres [por_1000_hab],Bienestar social - Cheques escolares cobertura poblacion de 0 a 5 anos [%],Bienestar social - Cheques escolares solicitantes [por_1000_hab],Bienestar social - Cheques escolares concedidos sobre solicitudes [%],Bienestar social - Renta familiar media solicitantes cheques escolares [EUR],Pobreza - No puede permitirse movil [%],Pobreza - No puede afrontar imprevisto 650 EUR [%],Pobreza - No tiene lavadora [%],Pobreza - Infantil (2021) Tasa distrito [%],Medio ambiente - Superficie zonas verdes [m2_hab],Medio ambiente - Arbolado [por_1000_hab],Medio ambiente - Ruido ambiental Lden [media],Medio ambiente - NO2 (trafico) [ug_m3_media],Medio ambiente - Contaminacion por particulas PM10_PM2.5 [indice_z],Medio ambiente - Ozono (contaminante secundario) [ug_m3_media],Hechos discriminatorios [por_1000_hab],Hechos discriminatorios - Discriminación étnico-cultural y racial [por_1000_hab],Hechos discriminatorios - Intolerancia religiosa [por_1000_hab],Hechos discriminatorios - Capacitismo [por_1000_hab],Hechos discriminatorios - Discriminación por sexo-género y diversidad sexual [por_1000_hab],Hechos discriminatorios - Aporofobia [por_1000_hab],Hechos discriminatorios - Ideologia [por_1000_hab],Hechos discriminatorios - Interseccional [por_1000_hab],Hechos discriminatorios - Edadismo [por_1000_hab],Urbanismo - PAA proyectos [por_km2],Urbanismo - PAA superficie [% superficie distrito],Centros educativos [por_km2],Centros educativos [por_1000_hab],Bancos en via publica [por_km2],Bancos en via publica [por_1000_hab],Puntos WiFi [por_km2],Puntos WiFi [por_1000_hab],Cultura y ocio - Zonas de actividades [por_km2],Cultura y ocio - Clubs federados [por_1000_hab],Colecaminos - tramos [por_km2],Colecaminos - tramos [por_1000_hab],Seguridad y convivencia - Hidrantes [por_km2],Manzanas catastrales [por_km2],Manzanas catastrales [por_1000_hab],Anuario 2021 vivienda | establecimiento colectivo [% distrito],Anuario 2021 vivienda | superficie por ocupante <20m2 [% distrito],Anuario 2021 vivienda | superficie por ocupante 20-40m2 [% distrito],Anuario 2021 vivienda | superficie por ocupante 80+m2 [% distrito],Padron 2025 | Poblacion,Padron 2025 titulacion 18+ | No sabe leer ni escribir [%],Padron 2025 titulacion 18+ | Inferior a graduado escolar [%],Padron 2025 titulacion 18+ | Graduado escolar o equivalente [%],Padron 2025 titulacion 18+ | Bachiller FP2 o superior [%],Edificacion vivienda 2024 venta trimestral | Precio medio anual [EUR_m2],Edificacion vivienda 2024 venta trimestral | Esfuerzo financiero medio [%],Edificacion vivienda 2024 venta trimestral | Crecimiento anual compuesto medio [%],Edificacion vivienda 2024 alquiler idealista | Precio medio anual [EUR_m2_mes],Edificacion vivienda 2023 alquiler | Viviendas alquiladas [por_1000_hab],Edificacion vivienda 2024 licencias construccion | Viviendas [por_1000_hab],Edificacion vivienda 2024 licencias construccion | Aparcamientos [por_1000_hab],Edificacion vivienda 2024 licencias construccion | Industrial/comercial [por_1000_hab],Edificacion vivienda 2024 licencias construccion | Edificios [por_1000_hab],Edificacion vivienda 2024 licencias construccion | Viviendas con licencia [por_1000_hab],Edificacion vivienda 2024 licencias construccion | Garajes con licencia [por_1000_hab],Edificacion vivienda 2024 rehabilitacion | Integral [por_1000_hab],Edificacion vivienda 2024 rehabilitacion | Parcial [por_1000_hab],Edificacion vivienda 2025 inmuebles uso | Almacen/aparcamiento [por_1000_hab],Edificacion vivienda 2025 residencial antiguedad | Edad media [anos],Edificacion vivienda 2025 valor catastral tramos | Bajo <=18k [%],Edificacion vivienda 2025 valor catastral tramos | Medio 18_36k [%],Edificacion vivienda 2025 valor catastral tramos | Medio-alto 36_60k [%],Edificacion vivienda 2025 valor catastral tramos | Alto >60k [%],Edificacion vivienda 2025 aparcamientos | Superficie total [m2],"Recursos municipales - Centros escolares, mercados y locales publicos construidos [m2_por_1000_hab]","Recursos municipales - Centros escolares, mercados y locales publicos valor [EUR_por_1000_hab]",Recursos municipales - Patrimonio y suelo municipal construidos [m2_por_1000_hab],Recursos municipales - Patrimonio y suelo municipal valor [EUR_por_1000_hab],Recursos municipales - Otros edificios construidos [m2_por_1000_hab],Recursos municipales - Otros edificios valor [EUR_por_1000_hab],Recursos municipales 2024 | Sugerencias quejas y reclamaciones [%],Policia local - Trafico y movilidad [por_1000_hab],Policia local - Seguridad y vigilancia [por_1000_hab],Policia local - Control administrativo y espacio publico [por_1000_hab],Policia local - Atencion e incidencias humanitario-riesgo [por_1000_hab],Bomberos - Rescate y asistencia [por_1000_hab],Bomberos - Incendios y alertas de riesgo [por_1000_hab],Consumo publico - Agua [litros_hab_dia],Consumo publico - Alumbrado publico [kWh_por_km2],Consumo publico - Pasos inferiores potencia instalada [kW_por_km2],Consumo publico - Monumentos potencia instalada [kW_por_km2],Educacion - Alumnado infantil [por_1000_hab],Educacion - Alumnado publico infantil [%],Educacion - Alumnado extranjero infantil [%],Educacion - Alumnado por unidad infantil [media],Educacion - Alumnado primaria [por_1000_hab],Educacion - Alumnado publico primaria [%],Educacion - Alumnado extranjero primaria [%],Educacion - Alumnado por unidad primaria [media],Educacion - Alumnado ESO [por_1000_hab],Educacion - Alumnado publico ESO [%],Educacion - Alumnado extranjero ESO [%],Educacion - Alumnado por unidad ESO [media],Educacion - Alumnado bachillerato [por_1000_hab],Educacion - Alumnado publico bachillerato [%],Educacion - Alumnado extranjero bachillerato [%],Educacion - Alumnado por unidad bachillerato [media],Educacion - Alumnado FP grado medio [por_1000_hab],Educacion - Alumnado publico FP grado medio [%],Educacion - Alumnado extranjero FP grado medio [%],Educacion - Alumnado por unidad FP grado medio [media],Educacion - Alumnado FP grado superior [por_1000_hab],Educacion - Alumnado publico FP grado superior [%],Educacion - Alumnado extranjero FP grado superior [%],Educacion - Alumnado por unidad FP grado superior [media],Educacion - PAU media [nota],Educacion - PAU alumnado apto [%],Educacion - PAU diferencia expediente-PAU [nota],Educacion - PAU alumnado presentado sobre matriculado [%],Vivienda - Viviendas super recientes menos de 10 anos [%],Vivienda - Viviendas recientes menos de 25 anos [%],Vivienda - Viviendas antiguas mas de 50 anos [%],Vivienda - Viviendas historicas mas de 100 anos aprox [%],Vivienda - Superficie construida muy pequena <=60m2 [%],Vivienda - Superficie construida media 61_120m2 [%],Vivienda - Superficie construida grande 121_200m2 [%],Vivienda - Superficie construida muy grande >200m2 [%],Edificacion vivienda 2025 inmuebles uso | Actividad economica no residencial [por_1000_hab],Urbanismo - Parcelas urbanas pequenas <=500m2 [por_100_hab],Urbanismo - Parcelas urbanas medianas 501_10000m2 [por_100_hab],Urbanismo - Parcelas urbanas grandes >10000m2 [por_100_hab],Urbanismo - Parcelas urbanas superficie [m2_hab],Vivienda - Peso del valor del suelo sobre valor catastral total [%],Demografia - Movilidad residencial total entradas+salidas [por_1000_hab],Demografia - Balance residencial neto entradas-salidas [por_1000_hab],Bienestar social - Recursos exclusion social y reinsercion [por_1000_hab]
__categoria__,CATEGORIA,Territorio,Movilidad y transporte,Movilidad y transporte,Movilidad y transporte,Movilidad y transporte,Movilidad y transporte,Movilidad y transporte,Movilidad y transporte,Movilidad y transporte,Movilidad y transporte,Urbanismo e infraestructuras,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Movilidad y transporte,Movilidad y transporte,Movilidad y transporte,Movilidad y transporte,Movilidad y transporte,Movilidad y transporte,Movilidad y transporte,Movilidad y transporte,Movilidad y transporte,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Demografia,Sociedad y Bienestar,Sociedad y Bienestar,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Educacion,Educacion,Educacion,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Seguridad y convivencia,Seguridad y convivencia,Seguridad y convivencia,Seguridad y convivencia,Seguridad y convivencia,Seguridad y convivencia,Seguridad y convivencia,Seguridad y convivencia,Seguridad y convivencia,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Educacion,Educacion,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Otros,Otros,Cultura y Ocio,Cultura y Ocio,Educacion,Educacion,Seguridad y convivencia,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,,Educacion,Educacion,Educacion,Educacion,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Otros,Seguridad y convivencia,Seguridad y convivencia,Seguridad y convivencia,Seguridad y convivencia,Seguridad y convivencia,Seguridad y convivencia,Medio Ambiente y servicios urbanos,Medio Ambiente y servicios urbanos,Medio Ambiente y servicios urbanos,Medio Ambiente y servicios urbanos,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Demografia,Demografia,Sociedad y Bienestar
1,CIUTAT VELLA,"1,69","2,37","82,34","13,02","18,61","24,51","162,44","419,21","382122,44","781,7",0,"74,75","0,45","0,78","99,22","41,67","17,66","17,64",15,"4,89","1,72","5,09","2,23","38,97","58,8",22047,25550,"35,3","49,2","15,8","0,8","47,03","6,49","17,35","27,35","15,79","55,58","566,73","236,02","71,39","3,35","7,04","89,61","23,63","92,19","171,75","170,53","6,53","13,44","16,29","296,7","2,2","-0,46","1,98",18055,"1,7","44,4","83,5","107,8","10,39","18,3","43,99","28,37","35,66","32,21","16,28","9,78","8,84","3,35","22,29","6,92","0,33","29,67","16,67","13,62","2,98","1,19","2,38","6,55","445,24",28,"16,01",178,"5,89","1,44","26,66","4,62","19,26","5,82","47,5","24,42","47,83","31,87","6,21","7,72","40,09","106,16","8,3","51,73","50,44",91,"92,1","15,48","0,97","636,81","120,87","2,56","299,07","62682,55","485,18","12,77","12,16","18,35","868,64","32,14","1,19","1,19","8,46","18,39","33,8","36,77","29,74","1,97","0,2","2,69","0,26","0,07","4,03","8,78","2,56","0,13","0,23","0,03","0,2","0,07","0,16","0,2","0,16","0,33","0,13","0,13","13,3","7,83","65,3","33171,92","0,9","22,9","0,9","16,3","39,89","250,28","2,73","23,51","0,47",,"2,29","1,25","0,07","0,2","0,72","0,07",0,0,0,"1,19","0,01","22,62","1,42","511,9","32,19","23,21","1,46","107,14","1,9","8,33","0,52","152,38","245,83","15,46","3,2","18,21","42,53","10,62",30510,"0,06","6,31","16,98","76,65","3040,75","48,02","7,35","17,62","102,49","0,1",0,"0,1","0,1","0,23",0,"0,23","0,36","352,34","70,6","10,68","22,65","26,36","40,31",373440,"2527,98","3459620,88","1026,33","975159,35","1280,95","1139248,17","5,2","179,09","341,07","264,27","251,03","14,26","4,03","232,2","697052,66","31,27","71,73","18,65","11,95","19,33","19,6","33,99","13,79","20,06","22,5","44,22","46,18","14,97",25,"32,06","72,39","11,66","27,9","34,58",100,"12,8",24,"30,06",100,"12,43","23,5","6,39","94,9","1,3","99,16","2,49","16,19","65,44","26,68","12,94","44,96","31,12","10,99","214,19","0,87","0,05",0,"1,41","52,25","27,6","2,94","0,13"
2,L'EIXAMPLE,"1,73","8,67","194,91","13,52","19,12","23,36","245,31","381,75","1020719,95","758,01",0,"76,17","0,48","0,76","99,24","49,04","16,31","14,24","13,6","3,38","2,14","4,98","1,95","33,09","64,96",23476,28350,"29,4","49,9","16,2","0,7","47,94","6,07","19,27","27,17","13,72","55,07","429,12","185,23","61,67","2,47","6,84","90,69","14,83","92,41","33,73","54,27","2,44","6,41","12,27","158,45","2,06","-0,2","2,15",26100,"1,4","45,4","85,1",125,"12,35","20,8","54,56","17,66","36,63","35,12","17,95","3,64","12,91","3,73","18,95","6,97","0,73","32,16","7,56","99,51","2,91","1,74","1,16",0,"447,67","18,18","17,43","169,62","7,54","1,81","26,6","5,7","22,41","7,88","41,51","33,98","44,84","36,74","7,21","7,44","37,54","67,52","8,97","44,62","31,02","85,6","91,1","2,33","0,09","558,36","122,66","5,65","188,35","69275,14","513,43","7,53","14,59","27,88","1085,98","18,6","3,49",0,"8,86","38,19","24,67","34,24","32,11","0,18","0,09","0,75",0,0,"0,97","4,18","1,22","0,04",0,0,"0,04",0,"0,04","0,04",0,"0,11","0,02",0,"14,4","9,64","66,7","37066,99","1,7","20,5",5,"14,7","54,27","302,68",,"23,51","0,47",,"0,93","0,4",0,0,"0,4",0,"0,13",0,0,0,0,"41,86","1,7",350,"14,22","15,12","0,61","94,19","1,44","19,77","0,8",100,"76,74","3,12","0,4","15,68","46,78","9,93",45236,"0,04","4,6","14,42","80,94","2888,25","42,2","6,28","16,18","92,18","0,04","0,02","0,24","0,04","1,13","0,97","0,04","0,13","318,31","73,7","2,97","21,28","29,28","46,47",482804,"1060,33","1274929,75","7,76","297980,87","661,93","515276,74","4,2","133,04","136,37","92,05","125,17","7,41","2,34","156,3","548379,19","65,41","0,38","42,51","17,84","9,78","17,3","53,7","31,45","11,82",25,"42,78","25,58","12,71","26,5","20,36","20,63","7,06","30,7","20,71","61,9","17,4","21,3","34,77","28,61","23,78","24,2","6,09","89,6","1,65",100,"1,37","5,12","74,83","16,7","4,92","47,19","39,37","8,53","102,71","0,1","0,03",0,"2,16","60,16","51,3","7,84",0
3,EXTRAMURS,"1,97","7,61","132,83","13,45","17,35","23,51","195,29","265,71","885721,29","3686,1",0,"75,96","0,51","0,77","99,23","43,42","19,88","16,83","12,3","3,69","2,45","5,2","2,27","39,48","58,25",19433,24850,34,"54,8","21,1",1,"46,4",7,"20,22","21,7","16,88","55,22","258,26","115,91","49,4","2,74","4,99","92,28","8,35","91,69","19,43","48,39","2,34","3,89","6,07","100,49","1,05","-0,98","2,19",26056,"1,4","45,5","85,1","119,2","11,49","21,07","52,34","17,9","36,07","28,62","15,74","4,87","5,75","5,18","28,19","11,49","0,16","36,89","35,71","190,01","7,14",25,"9,18",0,"328,57","13,39","17,59","185,48","7,44","1,63","27,02","5,51","23,45","8,4","40,31","29,2","44,06","36,52","7,35","7,56","41,76","73,28","9,47","46,15","35,74","86,1","88,3","9,18","0,37","541,57","116,25","2,59","482,91","58791,79","486,55","5,2","10,39","34,41","1089,76","32,65",0,"1,02","7,05","30,89","25,98","34,06","30,01","0,58","0,31","0,82","0,08",0,"1,03","4,09","0,91","0,04","0,04","0,04","0,08",0,"0,02","0,04","0,1","0,1","0,02","0,02","19,8","11,72","69,3","35521,74","3,2","32,3",19,"16,8","13,11","192,82",,"23,51","0,47",,"0,7","0,27",0,"0,04","0,27","0,08",0,"0,04",0,0,0,"44,9","1,83","202,04","8,23","4,59","0,19","48,98","1,69","4,08","0,17","82,65","71,43","2,91","0,9","17,73","48,49","8,17",51375,"0,04","5,64","18,73","75,59","2347,75","41,25","6,97","13,99","88,18","0,04","0,04","0,04","0,04","1,6","1,83","0,12","0,08","300,65","65,4","4,32","20,45","34,55","40,67",483693,"838,87","391566,7","12,76","49074,42","211,31","91201,76","6,4","134,99","144,35","70,4","129,17","7,53","3,06","155,4","527941,12","121,57","1,22","44,77","15,83","9,09","17,6","60,77","27,35","14,77",25,"44,69","21,82","15,11",28,"20,69","17,97","7,62","33,2","27,17","85,03","14,11","20,2","50,61","58,65","14,65","24,3","6,05","90,4","1,65","99,42","1,5","5,75","71,65","11,5","5,82","52,24","39,28","2,66","76,15","0,08","0,05",0,"0,99","52,21","33,9","4,35","0,06"
4,CAMPANAR,"5,24","4,58","137,11","12,27","31,8","32,91","275,77","431,04","452075,61","697,95",0,"72,53","0,64","0,86","99,14","38,78",25,"15,99","12,88","3,21","2,63","5,68","2,21","43,4","54,4",17413,23450,"29,7","59,3","21,5",1,"47,1","7,41","20,29","17,46","17,22","52,25","166,88","75,8",45,"2,06","5,76","92,19","3,6","92,2","38,45","10,79","0,7","3,84","3,86","93,39","0,58","-0,01","2,44",7964,"1,9","44,4","85,4","137,7","14,28","21,02","46,95","19,31","35,21","25,11","22,57","5,59","1,94","4,78","27,81","12,19","0,01","38,97","1,54","171,8","0,38","1,54","0,38",0,"148,94","20,33","12,27","159,16","11,06","2,04","26,93","6,72","22,32","6,29","31,05","28,17","42,5","40,24","5,74","7,34","34,01","67,36","7,33","33,14","36,09","89,6","76,2","0,77","0,1","459,04","114,08","5,02","60,31","58111,98","490,97","11,26","9,57","29,17","1001,34","26,1","1,15",0,"4,34","35,19","32,23","34,61","34,3","0,34","0,14","0,77",0,0,"0,41","2,06","0,22",0,"0,02","0,02","0,1","0,02","0,02","0,07","0,07","0,12","0,02",0,20,"12,75","72,4","31835,26","3,4","26,7","1,7","20,4","174,83","1044,95","2,27","24,55","0,62","49,83","0,43","0,24","0,05",0,"0,05","0,05","0,05",0,0,0,0,"14,2","1,94","181,96","24,83","1,92","0,26","10,75","1,34","3,84","0,52","51,82","50,1","6,84","0,46","20,27","52,87","5,6",41713,"0,1","9,85","24,28","65,77","2278,25","39,38","8,2","14,16","71,25","0,02","0,02","0,02","0,02","0,1","0,1",0,0,"397,41","40,6","6,25","22,01","30,51","41,23",597230,"585,98","834368,32","47,94","596152,81","344,49","158159,23","4,2","122,38","155,37","65,16","102,46","7,65","2,88","179,9","504607,82","24,35","0,15","34,11","32,04","14,83","15,1","55,35","21,87","24,95","24,1","56,63","36,37","23,88","26,8","18,91","49,68","13,31","27,2","22,32","72,18","11,49","27,4","36,63","70,09","12,37","27,8","5,84","87,1","1,63","99,4","4,35","30,25","31,22","0,72","4,78","57,43","36,1","1,69","52,94","0,2","0,07","0,01","6,31","34,87","31,1","6,59",0
