codigo,nombre,Calificaciones urbanisticas [n],Movilidad - Paradas EMT [por_km2],Movilidad - Turismos [por_1000_hab],Movilidad - Edad media turismos particulares [anos],Movilidad - Superficie aparcamiento por vivienda [m2_vivienda],Movilidad - Superficie aparcamiento por turismo [m2_turismo],Movilidad - Aparcamiento publico o de rotacion [por_1000_hab],Movilidad - Aparcamiento asociado a vados [por_1000_hab],Movilidad - Itinerarios ciclistas [m_por_km2],Movilidad - Intensidad media de trafico IMV [actual],Vivienda - Viviendas proteccion publica [% viviendas],Vivienda - Viviendas proteccion publica [por_100_hab],% Participació a les Eleccions Autonòmiques [2023],% Participació a les Eleccions Europees [2024],% Participació a les Eleccions Generals [2023],% Participació a les Eleccions Locals [2023],Economia - Renta neta media por persona [EUR],Economia - Mediana renta por unidad de consumo [EUR],Economia - Desigualdad renta Gini [indice],Economia - Fuente ingresos salario [%],Economia - Fuente ingresos pensiones [%],Economia - Fuente ingresos prestaciones desempleo [%],Economia - Poblacion ocupada [% 16+],Economia - Poblacion parada [% 16+],Economia - Jubilacion o prejubilacion [% 16+],Economia - Ocupados por cuenta propia [% ocupados],Economia - Ocupados cuenta ajena temporal [% ocupados],Economia - Trabaja en el mismo municipio [% ocupados],Economia - Actividades economicas [por_1000_hab],Economia - Empresas activas [por_1000_hab],Economia - Empresas persona juridica [% empresas],Economia - Empresas industria [% empresas],Economia - Empresas construccion [% empresas],Economia - Empresas servicios [% empresas],Economia - Actividades industriales [por_1000_hab],Economia - Grado de terciarizacion economica [%],Economia - Plazas alojamiento turistico reglado [por_1000_hab],Economia - Viviendas turisticas [plazas_por_1000_hab],Economia - Viviendas turisticas [% viviendas],Economia - Oficinas bancarias [por_10000_hab],Economia - Terrazas hosteleria [por_1000_hab],Economia - Terrazas hosteleria superficie [m2_por_1000_hab],Economia - Economia social cooperativas y sociedades laborales [por_1000_hab],Creixement vegetatiu registrat al Padró [2024],Demografia - Densidad poblacion [hab_km2],Demografia - Variacion interanual poblacion [%],Demografia - Edad media [anos],Demografia - Esperanza de vida al nacimiento [anos],Demografia - Indice estructura poblacion activa,Demografia - Poblacion 0-14 [%],Demografia - Poblacion 15-64 [%],Demografia - Poblacion 65+ [%],Demografia - Nacidos en Valencia [%],Demografia - Nacidos en el extranjero [%],Demografia - Poblacion extranjera [% poblacion],Demografia - Edad media poblacion extranjera [anos],Demografia - Poblacion extranjera UE27 [% extranjera],Demografia - Poblacion extranjera resto Europa [% extranjera],Demografia - Poblacion extranjera Africa [% extranjera],Demografia - Poblacion extranjera America Norte [% extranjera],Demografia - Poblacion extranjera America Central [% extranjera],Demografia - Poblacion extranjera America Sur [% extranjera],Demografia - Poblacion extranjera Asia [% extranjera],Demografia - Poblacion extranjera otros origenes [% extranjera],Distribució percentual del nombre de vehicles [2025],Índex d'aloctonia estatal [2025],Índex de sobrenvelliment [2025],Índex demogràfic de dependència global [2025],Índex d'envelliment [2025],Majors de 64 anys en fulls familiars unipersonals [2025],Naixements registrats al Padró [2024],Nombre de vehicles [2025],Edificacion vivienda 2025 residencial | Viviendas [por_1000_hab],Nombre mitjà de persones per full familiar [2025],Percentatge de fulls familiars amb dos menors de 18 anys [2025],Percentatge de fulls familiars amb tres o més menors de 18 anys [2025],Percentatge de fulls familiars de 2 persones [2025],Percentatge de fulls familiars de 5 o més persones [2025],Percentatge de fulls familiars de només persones majors de 64 anys [2025],Percentatge de fulls familiars de només persones majors de 79 anys [2025],Percentatge de fulls familiars unipersonals [2025],Edificacion vivienda 2025 residencial antiguedad | Menos de 5 anos [%],Edificacion vivienda 2025 residencial antiguedad | Menos de 10 anos [%],Edificacion vivienda 2025 residencial antiguedad | Menos de 25 anos [%],Edificacion vivienda 2025 residencial antiguedad | Mas de 30 anos aprox [%],Edificacion vivienda 2025 residencial antiguedad | Mas de 50 anos [%],Edificacion vivienda 2025 residencial antiguedad | Mas de 100 anos aprox [%],Edificacion vivienda 2025 residencial antiguedad | Mas de 220 anos aprox [%],Vivienda - Viviendas de menos de 60 m2 [%],Vivienda - Viviendas de menos de 80 m2 [%],Població emigrant [2024],Població immigrant [2024],Proporció de població major de 64 anys [2025],Saldo net [2024],Vivienda - Superficie construida media [m2],Urbanismo - Solares superficie [% superficie distrito],Urbanismo - Solares valor medio [EUR_m2],Taxa global de fecunditat registrada al Padró [2024],Vivienda - Valor catastral medio por vivienda [EUR],Vivienda - Valor catastral medio por m2 [EUR_m2],% centros publicos [actual],% centros concertados [actual],% centros privados [actual],Proyectos de innovacion social [n],Zonas de juegos infantiles [n],Bienestar social - Vulnerabilidad equipamientos [indice],Bienestar social - Vulnerabilidad demografia [indice],Bienestar social - Vulnerabilidad economia [indice],Bienestar social - Vulnerabilidad global [indice],Bienestar social - Asociaciones discapacidad y enfermedad mental [por_1000_hab],Bienestar social - Asociaciones adicciones [por_1000_hab],Bienestar social - Asociaciones mayores [por_1000_hab],Bienestar social - Asociaciones sintecho [por_1000_hab],Bienestar social - Asociaciones etnicas [por_1000_hab],Bienestar social - Asociaciones poblacion general y participacion social [por_1000_hab],"Bienestar social - Asociaciones culturales, deportivas y recreativas [por_1000_hab]",Bienestar social - Asociaciones profesionales y economicas [por_1000_hab],Bienestar social - Recursos discapacidad fisica [por_1000_hab],Bienestar social - Recursos toda la poblacion [por_1000_hab],Bienestar social - Recursos conductas adictivas [por_1000_hab],Bienestar social - Recursos familia menores y adopciones [por_1000_hab],Bienestar social - Recursos inmigracion [por_1000_hab],Bienestar social - Recursos enfermedad mental [por_1000_hab],Bienestar social - Recursos dependencia [por_1000_hab],Bienestar social - Recursos discapacidad [por_1000_hab],Bienestar social - Recursos mayores [por_1000_hab],Bienestar social - Recursos personas presas y exreclusas [por_1000_hab],Bienestar social - Recursos juventud [por_1000_hab],Bienestar social - Recursos sin techo [por_1000_hab],Bienestar social - Recursos mujeres [por_1000_hab],Bienestar social - Cheques escolares cobertura poblacion de 0 a 5 anos [%],Bienestar social - Cheques escolares solicitantes [por_1000_hab],Bienestar social - Cheques escolares concedidos sobre solicitudes [%],Bienestar social - Renta familiar media solicitantes cheques escolares [EUR],Pobreza - No puede permitirse movil [%],Pobreza - No puede afrontar imprevisto 650 EUR [%],Pobreza - No tiene lavadora [%],Pobreza - Infantil (2021) Tasa distrito [%],Medio ambiente - Superficie zonas verdes [m2_hab],Medio ambiente - Arbolado [por_1000_hab],Medio ambiente - Ruido ambiental Lden [media],Medio ambiente - NO2 (trafico) [ug_m3_media],Medio ambiente - Contaminacion por particulas PM10_PM2.5 [indice_z],Medio ambiente - Ozono (contaminante secundario) [ug_m3_media],Velocidad maxima calles [media km_h],Barrio policial,Distrito policial,Hechos discriminatorios [por_1000_hab],Hechos discriminatorios - Discriminación étnico-cultural y racial [por_1000_hab],Hechos discriminatorios - Intolerancia religiosa [por_1000_hab],Hechos discriminatorios - Capacitismo [por_1000_hab],Hechos discriminatorios - Discriminación por sexo-género y diversidad sexual [por_1000_hab],Hechos discriminatorios - Aporofobia [por_1000_hab],Hechos discriminatorios - Ideologia [por_1000_hab],Hechos discriminatorios - Interseccional [por_1000_hab],Hechos discriminatorios - Edadismo [por_1000_hab],Puntos WiFi [n],Urbanismo - PAA proyectos [por_km2],Urbanismo - PAA superficie [% superficie distrito],Ocupacion via publica - incidencias [n],Ocupacion via publica - duracion media [dias],Ocupacion via publica - acera [n],Ocupacion via publica - estacionamiento [n],Ocupacion via publica - calzada [n],Ocupacion via publica - peatonal [n],Superficie distrito agregada [m2],Superficie distrito agregada [km2],Centros educativos [por_km2],Centros educativos [por_1000_hab],Proyectos de innovacion social [por_km2],Proyectos de innovacion social [por_1000_hab],Zonas de juegos infantiles [por_km2],Zonas de juegos infantiles [por_1000_hab],Bancos en via publica [por_km2],Bancos en via publica [por_1000_hab],Puntos WiFi [por_km2],Puntos WiFi [por_1000_hab],Ocupacion via publica - incidencias [por_km2],Ocupacion via publica - incidencias [por_1000_hab],Ocupacion via publica - acera [por_km2],Ocupacion via publica - acera [por_1000_hab],Ocupacion via publica - estacionamiento [por_km2],Ocupacion via publica - estacionamiento [por_1000_hab],Ocupacion via publica - calzada [por_km2],Ocupacion via publica - calzada [por_1000_hab],Ocupacion via publica - peatonal [por_km2],Ocupacion via publica - peatonal [por_1000_hab],Fuentes [n],Fuentes agua filtrada y refrigerada [n],Zonas de actividades [n],Hidrantes [n],ValenBisi - estaciones [n],ValenBisi - anclajes totales [n],ValenBisi - bicis disponibles [media],ValenBisi - anclajes libres [media],Zonas acÃºsticamente saturadas [n],Fuentes [por_km2],Fuentes [por_1000_hab],Fuentes agua filtrada y refrigerada [por_km2],Fuentes agua filtrada y refrigerada [por_1000_hab],Zonas de actividades [por_km2],Zonas de actividades [por_1000_hab],Colecaminos - tramos [por_km2],Colecaminos - tramos [por_1000_hab],Hidrantes [por_km2],Hidrantes [por_1000_hab],ValenBisi - estaciones [por_km2],ValenBisi - estaciones [por_1000_hab],ValenBisi - anclajes totales [por_km2],ValenBisi - anclajes totales [por_1000_hab],Zonas acusticamente saturadas [por_km2],Zonas acusticamente saturadas [por_1000_hab],Manzanas catastrales [por_km2],Manzanas catastrales [por_1000_hab],INE 2023 demograficos | Porcentaje de hogares unipersonales [distrito],INE 2023 demograficos | Tamaño medio del hogar [distrito],Anuario 2021 vivienda | establecimiento colectivo [% distrito],Anuario 2021 vivienda | superficie por ocupante <20m2 [% distrito],Anuario 2021 vivienda | superficie por ocupante 20-40m2 [% distrito],Anuario 2021 vivienda | superficie por ocupante 80+m2 [% distrito],Anuario 2021 estado civil | solteras [% distrito],Anuario 2021 estado civil | casadas [% distrito],Anuario 2021 estado civil | viudas [% distrito],Anuario 2021 estado civil | separadas o divorciadas [% distrito],Encuesta demografica 2024 | Tasa bruta de natalidad,Encuesta demografica 2024 | Tasa bruta de inmigracion intraurbana,Encuesta demografica 2024 | Tasa bruta de inmigracion interurbana,Encuesta demografica 2024 | Tasa bruta de mortalidad,Encuesta demografica 2024 | Tasa bruta de emigracion intraurbana,Encuesta demografica 2024 | Tasa bruta de emigracion interurbana,Encuesta demografica 2024 | Tasa general de fecundidad,Encuesta demografica 2025 | Relacion de masculinidad,Encuesta demografica 2025 | Indice de envejecimiento,Encuesta demografica 2025 | Indice de sobre-envejecimiento,Encuesta demografica 2025 | Indice demografico de dependencia,Encuesta demografica 2025 | Razon de progresividad demografica,Encuesta superficie distrito [ha],Encuesta superficie distrito [m2],Encuesta superficie distrito [km2],Padron 2025 | Superficie [ha],Padron 2025 | Poblacion,Padron 2025 titulacion 18+ | No sabe leer ni escribir [%],Padron 2025 titulacion 18+ | Inferior a graduado escolar [%],Padron 2025 titulacion 18+ | Graduado escolar o equivalente [%],Padron 2025 titulacion 18+ | Bachiller FP2 o superior [%],Edificacion vivienda 2024 venta trimestral | Precio medio anual [EUR_m2],Edificacion vivienda 2024 venta trimestral | Esfuerzo financiero medio [%],Edificacion vivienda 2024 venta trimestral | Crecimiento anual compuesto medio [%],Edificacion vivienda 2024 alquiler idealista | Precio medio anual [EUR_m2_mes],Edificacion vivienda 2023 alquiler | Viviendas alquiladas [por_1000_hab],Edificacion vivienda 2024 licencias construccion | Viviendas [por_1000_hab],Edificacion vivienda 2024 licencias construccion | Aparcamientos [por_1000_hab],Edificacion vivienda 2024 licencias construccion | Industrial/comercial [por_1000_hab],Edificacion vivienda 2024 licencias construccion | Edificios [por_1000_hab],Edificacion vivienda 2024 licencias construccion | Viviendas con licencia [por_1000_hab],Edificacion vivienda 2024 licencias construccion | Garajes con licencia [por_1000_hab],Edificacion vivienda 2024 rehabilitacion | Integral [por_1000_hab],Edificacion vivienda 2024 rehabilitacion | Parcial [por_1000_hab],Edificacion vivienda 2025 inmuebles uso | Residencial [por_1000_hab],Edificacion vivienda 2025 inmuebles uso | Almacen/aparcamiento [por_1000_hab],Edificacion vivienda 2025 inmuebles uso | Comercial [por_1000_hab],Edificacion vivienda 2025 inmuebles uso | Oficinas [por_1000_hab],Edificacion vivienda 2025 inmuebles uso | Industrial [por_1000_hab],Edificacion vivienda 2025 inmuebles uso | Resto [por_1000_hab],Edificacion vivienda 2025 residencial antiguedad | Edad media [anos],Edificacion vivienda 2025 valor catastral tramos | Bajo <=18k [%],Edificacion vivienda 2025 valor catastral tramos | Medio 18_36k [%],Edificacion vivienda 2025 valor catastral tramos | Medio-alto 36_60k [%],Edificacion vivienda 2025 valor catastral tramos | Alto >60k [%],Edificacion vivienda 2025 superficie construida | Total [n],Edificacion vivienda 2025 superficie construida | <=60m2 [n],Edificacion vivienda 2025 superficie construida | 61_80m2 [n],Edificacion vivienda 2025 superficie construida | 81_100m2 [n],Edificacion vivienda 2025 superficie construida | 101_120m2 [n],Edificacion vivienda 2025 superficie construida | 121_150m2 [n],Edificacion vivienda 2025 superficie construida | 151_200m2 [n],Edificacion vivienda 2025 superficie construida | >200m2 [n],Edificacion vivienda 2025 aparcamientos | Superficie total [m2],Edificacion vivienda 2025 parcelas urbanas | Total [n],Edificacion vivienda 2025 parcelas urbanas | <=100m2 [n],Edificacion vivienda 2025 parcelas urbanas | 101_500m2 [n],Edificacion vivienda 2025 parcelas urbanas | 501_1000m2 [n],Edificacion vivienda 2025 parcelas urbanas | 1001_10000m2 [n],Edificacion vivienda 2025 parcelas urbanas | >10000m2 [n],Edificacion vivienda 2025 parcelas urbanas | Superficie total [m2],Edificacion vivienda 2025 valor catastral medio | Valor suelo medio [EUR],Edificacion vivienda 2025 valor catastral medio | Valor construccion medio [EUR],Edificacion vivienda 2025 valor catastral medio | Valor total medio [EUR],Edificacion vivienda 2025 valor catastral medio | Valor medio m2 [EUR],Elecciones 2023 autonomicas | Electorado,Elecciones 2023 autonomicas | Votos Leídos,Elecciones 2023 autonomicas | Votos Nulos,Elecciones 2023 autonomicas | Votos en Blanco,Elecciones 2023 autonomicas | Votos a Candidaturas,Elecciones 2024 europeas | Electorado,Elecciones 2024 europeas | Vots Leídos,Elecciones 2024 europeas | Votos Nulos,Elecciones 2024 europeas | Votos Válidos,Elecciones 2024 europeas | Votos en Blanco,Elecciones 2024 europeas | Votos a Candidaturas,Elecciones 2023 generales | Electorado,Elecciones 2023 generales | Votos Leídos,Elecciones 2023 generales | Votos Nulos,Elecciones 2023 generales | Votos Válidos,Elecciones 2023 generales | Votos en Blanco,Elecciones 2023 municipales | Electorado,Elecciones 2023 municipales | Votos Leídos,Elecciones 2023 municipales | Votos Nulos,Elecciones 2023 municipales | Votos en Blanco,Elecciones 2023 municipales | Votos a Candidaturas,Votos 2023 generales | PP [n],Votos 2023 generales | PSOE [n],Votos 2023 generales | SUMAR_COMPROMÍS [n],Votos 2023 generales | VOX [n],Votos 2023 generales | Otros [n],Votos 2023 autonomicas | PP [n],Votos 2023 autonomicas | PSOE [n],Votos 2023 autonomicas | COMPROMÍS [n],Votos 2023 autonomicas | VOX [n],Votos 2023 autonomicas | UNIDES_PODEM [n],Votos 2023 autonomicas | C's [n],Votos 2023 autonomicas | Otros [n],Votos 2024 europeas | PP [n],Votos 2024 europeas | PSOE [n],Votos 2024 europeas | VOX [n],Votos 2024 europeas | COMPROMÍS_SUMAR [n],Votos 2024 europeas | SE_ACABÓ_LA_FIESTA [n],Votos 2024 europeas | PODEMOS [n],Votos 2024 europeas | Otros [n],Votos 2023 municipales | PP [n],Votos 2023 municipales | COMPROMÍS_MUNICIPAL [n],Votos 2023 municipales | PSOE [n],Votos 2023 municipales | VOX [n],Votos 2023 municipales | PODEM___EUPV [n],Votos 2023 municipales | Cs [n],Votos 2023 municipales | Otros [n],Medio ambiente 2024 | Juegos infantiles zonas [n],Medio ambiente 2024 | Juegos infantiles elementos [n],Medio ambiente 2024 | Juegos infantiles superficie [m2],Cultura y Ocio 2025 | Clubs federados [n],Medio ambiente 2024 | Escombros contenedores total [n],Medio ambiente 2024 | Escombros contenedores enero [n],Medio ambiente 2024 | Escombros contenedores febrero [n],Medio ambiente 2024 | Escombros contenedores marzo [n],Medio ambiente 2024 | Escombros contenedores abril [n],Medio ambiente 2024 | Escombros contenedores mayo [n],Medio ambiente 2024 | Escombros contenedores junio [n],Medio ambiente 2024 | Escombros contenedores julio [n],Medio ambiente 2024 | Escombros contenedores agosto [n],Medio ambiente 2024 | Escombros contenedores septiembre [n],Medio ambiente 2024 | Escombros contenedores octubre [n],Medio ambiente 2024 | Escombros contenedores noviembre [n],Medio ambiente 2024 | Escombros contenedores diciembre [n],"Recursos municipales - Centros escolares, mercados y locales publicos construidos [m2_por_1000_hab]","Recursos municipales - Centros escolares, mercados y locales publicos valor [EUR_por_1000_hab]",Recursos municipales - Patrimonio y suelo municipal construidos [m2_por_1000_hab],Recursos municipales - Patrimonio y suelo municipal valor [EUR_por_1000_hab],Recursos municipales - Otros edificios construidos [m2_por_1000_hab],Recursos municipales - Otros edificios valor [EUR_por_1000_hab],Recursos municipales 2024 | Sugerencias quejas y reclamaciones [n],Recursos municipales 2024 | Sugerencias quejas y reclamaciones [%],Policia local - Trafico y movilidad [por_1000_hab],Policia local - Seguridad y vigilancia [por_1000_hab],Policia local - Control administrativo y espacio publico [por_1000_hab],Policia local - Atencion e incidencias humanitario-riesgo [por_1000_hab],Bomberos - Rescate y asistencia [por_1000_hab],Bomberos - Incendios y alertas de riesgo [por_1000_hab],Consumo publico - Agua [litros_hab_dia],Consumo publico - Alumbrado publico [kWh_por_km2],Consumo publico - Pasos inferiores potencia instalada [kW_por_km2],Consumo publico - Monumentos potencia instalada [kW_por_km2],Educacion - Alumnado infantil [por_1000_hab],Educacion - Alumnado publico infantil [%],Educacion - Alumnado extranjero infantil [%],Educacion - Alumnado por unidad infantil [media],Educacion - Alumnado primaria [por_1000_hab],Educacion - Alumnado publico primaria [%],Educacion - Alumnado extranjero primaria [%],Educacion - Alumnado por unidad primaria [media],Educacion - Alumnado ESO [por_1000_hab],Educacion - Alumnado publico ESO [%],Educacion - Alumnado extranjero ESO [%],Educacion - Alumnado por unidad ESO [media],Educacion - Alumnado bachillerato [por_1000_hab],Educacion - Alumnado publico bachillerato [%],Educacion - Alumnado extranjero bachillerato [%],Educacion - Alumnado por unidad bachillerato [media],Educacion - Alumnado FP grado medio [por_1000_hab],Educacion - Alumnado publico FP grado medio [%],Educacion - Alumnado extranjero FP grado medio [%],Educacion - Alumnado por unidad FP grado medio [media],Educacion - Alumnado FP grado superior [por_1000_hab],Educacion - Alumnado publico FP grado superior [%],Educacion - Alumnado extranjero FP grado superior [%],Educacion - Alumnado por unidad FP grado superior [media],Educacion - PAU media [nota],Educacion - PAU alumnado apto [%],Educacion - PAU diferencia expediente-PAU [nota],Educacion - PAU alumnado presentado sobre matriculado [%]
__categoria__,CATEGORIA,Urbanismo e infraestructuras,"Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia",Urbanismo e infraestructuras,Urbanismo e infraestructuras,Otros,Otros,Otros,Otros,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Otros,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Transporte,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Transporte,Urbanismo e infraestructuras,Otros,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Otros,Sociedad y Bienestar,Otros,Sociedad y Bienestar,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Sociedad y Bienestar,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Educacion,Educacion,Educacion,Sociedad y Bienestar,Medio Ambiente,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Transporte,Seguridad,Seguridad,"Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia",Otros,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Transporte,Transporte,Transporte,Transporte,Transporte,Transporte,Otros,,Educacion,Educacion,Sociedad y Bienestar,Sociedad y Bienestar,Medio Ambiente,Medio Ambiente,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Otros,Otros,Transporte,Transporte,Transporte,Transporte,Transporte,Transporte,Transporte,Transporte,Transporte,Transporte,Medio Ambiente,Medio Ambiente,Cultura y Ocio,Seguridad,Transporte,Transporte,Transporte,Transporte,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Cultura y Ocio,Cultura y Ocio,Educacion,Educacion,Seguridad,Seguridad,Transporte,Transporte,Transporte,Transporte,Medio Ambiente,Medio Ambiente,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Sociedad y Bienestar,Sociedad y Bienestar,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Sociedad y Bienestar,,Educacion,Educacion,Educacion,Educacion,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Medio Ambiente,Medio Ambiente,Medio Ambiente,Cultura y Ocio,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Otros,Otros,"Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia",Medio Ambiente y servicios urbanos,Medio Ambiente y servicios urbanos,Medio Ambiente y servicios urbanos,Medio Ambiente y servicios urbanos,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion
