codigo,nombre,Calificaciones urbanisticas [n],Movilidad - Paradas EMT [por_km2],Movilidad - Turismos [por_1000_hab],Movilidad - Edad media turismos particulares [anos],Movilidad - Superficie aparcamiento por vivienda [m2_vivienda],Movilidad - Superficie aparcamiento por turismo [m2_turismo],Movilidad - Aparcamiento publico o de rotacion [por_1000_hab],Movilidad - Aparcamiento asociado a vados [por_1000_hab],Movilidad - Itinerarios ciclistas [m_por_km2],Movilidad - Intensidad media de trafico IMV [actual],Vivienda - Viviendas proteccion publica [% viviendas],Vivienda - Viviendas proteccion publica [por_100_hab],Politica - Participacion electoral media [%],Politica - Votos nulos media [% votos emitidos],Politica - Votos en blanco media [% votos validos],Politica - Votos a candidaturas media [% votos validos],Politica - PP [% votos candidaturas media],Politica - PSOE [% votos candidaturas media],Politica - Compromis Sumar [% votos candidaturas media],Politica - VOX [% votos candidaturas media],Politica - Podemos Unides [% votos candidaturas media],Politica - Ciudadanos [% votos candidaturas media],Politica - Se Acabo La Fiesta [% votos candidaturas media],Politica - Otros partidos [% votos candidaturas media],Politica - Bloque izquierda PSOE_Compromis_Podemos [% votos candidaturas media],Politica - Bloque derecha PP_VOX_Cs_SALF [% votos candidaturas media],Economia - Renta neta media por persona [EUR],Economia - Mediana renta por unidad de consumo [EUR],Economia - Desigualdad renta Gini [indice],Economia - Fuente ingresos salario [%],Economia - Fuente ingresos pensiones [%],Economia - Fuente ingresos prestaciones desempleo [%],Economia - Poblacion ocupada [% 16+],Economia - Poblacion parada [% 16+],Economia - Jubilacion o prejubilacion [% 16+],Economia - Ocupados por cuenta propia [% ocupados],Economia - Ocupados cuenta ajena temporal [% ocupados],Economia - Trabaja en el mismo municipio [% ocupados],Economia - Actividades economicas [por_1000_hab],Economia - Empresas activas [por_1000_hab],Economia - Empresas persona juridica [% empresas],Economia - Empresas industria [% empresas],Economia - Empresas construccion [% empresas],Economia - Empresas servicios [% empresas],Economia - Actividades industriales [por_1000_hab],Economia - Grado de terciarizacion economica [%],Economia - Plazas alojamiento turistico reglado [por_1000_hab],Economia - Viviendas turisticas [plazas_por_1000_hab],Economia - Viviendas turisticas [% viviendas],Economia - Oficinas bancarias [por_10000_hab],Economia - Terrazas hosteleria [por_1000_hab],Economia - Terrazas hosteleria superficie [m2_por_1000_hab],Economia - Economia social cooperativas y sociedades laborales [por_1000_hab],Demografia - Crecimiento vegetativo [por_1000_hab],Demografia - Personas por hogar [media],Demografia - Poblacion emigrante [por_1000_hab],Demografia - Densidad poblacion [hab_km2],Demografia - Variacion interanual poblacion [%],Demografia - Edad media [anos],Demografia - Esperanza de vida al nacimiento [anos],Demografia - Indice estructura poblacion activa,Demografia - Poblacion 0-14 [%],Demografia - Poblacion 15-64 [%],Demografia - Poblacion 65+ [%],Demografia - Nacidos en Valencia [%],Demografia - Nacidos en el extranjero [%],Demografia - Poblacion extranjera [% poblacion],Demografia - Edad media poblacion extranjera [anos],Demografia - Poblacion extranjera UE27 [% extranjera],Demografia - Poblacion extranjera resto Europa [% extranjera],Demografia - Poblacion extranjera Africa [% extranjera],Demografia - Poblacion extranjera America Norte [% extranjera],Demografia - Poblacion extranjera America Central [% extranjera],Demografia - Poblacion extranjera America Sur [% extranjera],Demografia - Poblacion extranjera Asia [% extranjera],Demografia - Poblacion extranjera otros origenes [% extranjera],Distribució percentual del nombre de vehicles [2025],Demografia - Indice de aloctonia estatal [2025],Demografia - Indice de sobre-envejecimiento [2025],Demografia - Indice demografico de dependencia [2025],Demografia - Indice de envejecimiento [2025],Demografia - Hogares con dos menores de 18 anos [%],Demografia - Hogares con tres o mas menores de 18 anos [%],Demografia - Hogares de 2 personas [%],Demografia - Hogares de 5 o mas personas [%],Demografia - Hogares solo personas mayores de 64 anos [%],Demografia - Hogares solo personas mayores de 79 anos [%],Demografia - Hogares unipersonales [%],Demografia - Poblacion inmigrante [por_1000_hab],Demografia - Saldo migratorio neto [por_1000_hab],Demografia - Tasa general de fecundidad [2024],Demografia - Personas solteras [%],Demografia - Personas casadas [%],Demografia - Personas viudas [%],Demografia - Personas separadas o divorciadas [%],Demografia - Tasa bruta de natalidad [2024],Demografia - Tasa bruta de inmigracion intraurbana [2024],Demografia - Tasa bruta de inmigracion interurbana [2024],Demografia - Tasa bruta de mortalidad [2024],Demografia - Tasa bruta de emigracion intraurbana [2024],Demografia - Tasa bruta de emigracion interurbana [2024],Demografia - Relacion de masculinidad [hombres_por_100_mujeres],Demografia - Razon de progresividad demografica [2025],Innovacion social - Proyectos [por_km2],Innovacion social - Proyectos [por_1000_hab],Nombre de vehicles [2025],Edificacion vivienda 2025 residencial | Viviendas [por_1000_hab],Edificacion vivienda 2025 residencial antiguedad | Menos de 5 anos [%],Edificacion vivienda 2025 residencial antiguedad | Menos de 10 anos [%],Edificacion vivienda 2025 residencial antiguedad | Menos de 25 anos [%],Edificacion vivienda 2025 residencial antiguedad | Mas de 30 anos aprox [%],Edificacion vivienda 2025 residencial antiguedad | Mas de 50 anos [%],Edificacion vivienda 2025 residencial antiguedad | Mas de 100 anos aprox [%],Edificacion vivienda 2025 residencial antiguedad | Mas de 220 anos aprox [%],Vivienda - Viviendas de menos de 60 m2 [%],Vivienda - Viviendas de menos de 80 m2 [%],Vivienda - Superficie construida media [m2],Urbanismo - Solares superficie [% superficie distrito],Urbanismo - Solares valor medio [EUR_m2],Vivienda - Valor catastral medio por vivienda [EUR],Vivienda - Valor catastral medio por m2 [EUR_m2],% centros publicos [actual],% centros concertados [actual],% centros privados [actual],Zonas de juegos infantiles [n],Bienestar social - Vulnerabilidad equipamientos [indice],Bienestar social - Vulnerabilidad demografia [indice],Bienestar social - Vulnerabilidad economia [indice],Bienestar social - Vulnerabilidad global [indice],Bienestar social - Asociaciones discapacidad y enfermedad mental [por_1000_hab],Bienestar social - Asociaciones adicciones [por_1000_hab],Bienestar social - Asociaciones mayores [por_1000_hab],Bienestar social - Asociaciones sintecho [por_1000_hab],Bienestar social - Asociaciones etnicas [por_1000_hab],Bienestar social - Asociaciones poblacion general y participacion social [por_1000_hab],"Bienestar social - Asociaciones culturales, deportivas y recreativas [por_1000_hab]",Bienestar social - Asociaciones profesionales y economicas [por_1000_hab],Bienestar social - Recursos discapacidad fisica [por_1000_hab],Bienestar social - Recursos toda la poblacion [por_1000_hab],Bienestar social - Recursos conductas adictivas [por_1000_hab],Bienestar social - Recursos familia menores y adopciones [por_1000_hab],Bienestar social - Recursos inmigracion [por_1000_hab],Bienestar social - Recursos enfermedad mental [por_1000_hab],Bienestar social - Recursos dependencia [por_1000_hab],Bienestar social - Recursos discapacidad [por_1000_hab],Bienestar social - Recursos mayores [por_1000_hab],Bienestar social - Recursos personas presas y exreclusas [por_1000_hab],Bienestar social - Recursos juventud [por_1000_hab],Bienestar social - Recursos sin techo [por_1000_hab],Bienestar social - Recursos mujeres [por_1000_hab],Bienestar social - Cheques escolares cobertura poblacion de 0 a 5 anos [%],Bienestar social - Cheques escolares solicitantes [por_1000_hab],Bienestar social - Cheques escolares concedidos sobre solicitudes [%],Bienestar social - Renta familiar media solicitantes cheques escolares [EUR],Pobreza - No puede permitirse movil [%],Pobreza - No puede afrontar imprevisto 650 EUR [%],Pobreza - No tiene lavadora [%],Pobreza - Infantil (2021) Tasa distrito [%],Medio ambiente - Superficie zonas verdes [m2_hab],Medio ambiente - Arbolado [por_1000_hab],Medio ambiente - Ruido ambiental Lden [media],Medio ambiente - NO2 (trafico) [ug_m3_media],Medio ambiente - Contaminacion por particulas PM10_PM2.5 [indice_z],Medio ambiente - Ozono (contaminante secundario) [ug_m3_media],Velocidad maxima calles [media km_h],Barrio policial,Distrito policial,Hechos discriminatorios [por_1000_hab],Hechos discriminatorios - Discriminación étnico-cultural y racial [por_1000_hab],Hechos discriminatorios - Intolerancia religiosa [por_1000_hab],Hechos discriminatorios - Capacitismo [por_1000_hab],Hechos discriminatorios - Discriminación por sexo-género y diversidad sexual [por_1000_hab],Hechos discriminatorios - Aporofobia [por_1000_hab],Hechos discriminatorios - Ideologia [por_1000_hab],Hechos discriminatorios - Interseccional [por_1000_hab],Hechos discriminatorios - Edadismo [por_1000_hab],Urbanismo - PAA proyectos [por_km2],Urbanismo - PAA superficie [% superficie distrito],Ocupacion via publica - incidencias [n],Ocupacion via publica - duracion media [dias],Ocupacion via publica - acera [n],Ocupacion via publica - estacionamiento [n],Ocupacion via publica - calzada [n],Ocupacion via publica - peatonal [n],Centros educativos [por_km2],Centros educativos [por_1000_hab],Zonas de juegos infantiles [por_km2],Zonas de juegos infantiles [por_1000_hab],Bancos en via publica [por_km2],Bancos en via publica [por_1000_hab],Puntos WiFi [por_km2],Puntos WiFi [por_1000_hab],Ocupacion via publica - incidencias [por_km2],Ocupacion via publica - incidencias [por_1000_hab],Ocupacion via publica - acera [por_km2],Ocupacion via publica - acera [por_1000_hab],Ocupacion via publica - estacionamiento [por_km2],Ocupacion via publica - estacionamiento [por_1000_hab],Ocupacion via publica - calzada [por_km2],Ocupacion via publica - calzada [por_1000_hab],Ocupacion via publica - peatonal [por_km2],Ocupacion via publica - peatonal [por_1000_hab],Fuentes [n],Fuentes agua filtrada y refrigerada [n],Zonas de actividades [n],Hidrantes [n],ValenBisi - estaciones [n],ValenBisi - anclajes totales [n],ValenBisi - bicis disponibles [media],ValenBisi - anclajes libres [media],Zonas acÃºsticamente saturadas [n],Fuentes [por_km2],Fuentes [por_1000_hab],Fuentes agua filtrada y refrigerada [por_km2],Fuentes agua filtrada y refrigerada [por_1000_hab],Zonas de actividades [por_km2],Zonas de actividades [por_1000_hab],Colecaminos - tramos [por_km2],Colecaminos - tramos [por_1000_hab],Hidrantes [por_km2],Hidrantes [por_1000_hab],ValenBisi - estaciones [por_km2],ValenBisi - estaciones [por_1000_hab],ValenBisi - anclajes totales [por_km2],ValenBisi - anclajes totales [por_1000_hab],Zonas acusticamente saturadas [por_km2],Zonas acusticamente saturadas [por_1000_hab],Manzanas catastrales [por_km2],Manzanas catastrales [por_1000_hab],Anuario 2021 vivienda | establecimiento colectivo [% distrito],Anuario 2021 vivienda | superficie por ocupante <20m2 [% distrito],Anuario 2021 vivienda | superficie por ocupante 20-40m2 [% distrito],Anuario 2021 vivienda | superficie por ocupante 80+m2 [% distrito],Encuesta superficie distrito [ha],Encuesta superficie distrito [m2],Encuesta superficie distrito [km2],Padron 2025 | Superficie [ha],Padron 2025 | Poblacion,Padron 2025 titulacion 18+ | No sabe leer ni escribir [%],Padron 2025 titulacion 18+ | Inferior a graduado escolar [%],Padron 2025 titulacion 18+ | Graduado escolar o equivalente [%],Padron 2025 titulacion 18+ | Bachiller FP2 o superior [%],Edificacion vivienda 2024 venta trimestral | Precio medio anual [EUR_m2],Edificacion vivienda 2024 venta trimestral | Esfuerzo financiero medio [%],Edificacion vivienda 2024 venta trimestral | Crecimiento anual compuesto medio [%],Edificacion vivienda 2024 alquiler idealista | Precio medio anual [EUR_m2_mes],Edificacion vivienda 2023 alquiler | Viviendas alquiladas [por_1000_hab],Edificacion vivienda 2024 licencias construccion | Viviendas [por_1000_hab],Edificacion vivienda 2024 licencias construccion | Aparcamientos [por_1000_hab],Edificacion vivienda 2024 licencias construccion | Industrial/comercial [por_1000_hab],Edificacion vivienda 2024 licencias construccion | Edificios [por_1000_hab],Edificacion vivienda 2024 licencias construccion | Viviendas con licencia [por_1000_hab],Edificacion vivienda 2024 licencias construccion | Garajes con licencia [por_1000_hab],Edificacion vivienda 2024 rehabilitacion | Integral [por_1000_hab],Edificacion vivienda 2024 rehabilitacion | Parcial [por_1000_hab],Edificacion vivienda 2025 inmuebles uso | Residencial [por_1000_hab],Edificacion vivienda 2025 inmuebles uso | Almacen/aparcamiento [por_1000_hab],Edificacion vivienda 2025 inmuebles uso | Comercial [por_1000_hab],Edificacion vivienda 2025 inmuebles uso | Oficinas [por_1000_hab],Edificacion vivienda 2025 inmuebles uso | Industrial [por_1000_hab],Edificacion vivienda 2025 inmuebles uso | Resto [por_1000_hab],Edificacion vivienda 2025 residencial antiguedad | Edad media [anos],Edificacion vivienda 2025 valor catastral tramos | Bajo <=18k [%],Edificacion vivienda 2025 valor catastral tramos | Medio 18_36k [%],Edificacion vivienda 2025 valor catastral tramos | Medio-alto 36_60k [%],Edificacion vivienda 2025 valor catastral tramos | Alto >60k [%],Edificacion vivienda 2025 superficie construida | Total [n],Edificacion vivienda 2025 superficie construida | <=60m2 [n],Edificacion vivienda 2025 superficie construida | 61_80m2 [n],Edificacion vivienda 2025 superficie construida | 81_100m2 [n],Edificacion vivienda 2025 superficie construida | 101_120m2 [n],Edificacion vivienda 2025 superficie construida | 121_150m2 [n],Edificacion vivienda 2025 superficie construida | 151_200m2 [n],Edificacion vivienda 2025 superficie construida | >200m2 [n],Edificacion vivienda 2025 aparcamientos | Superficie total [m2],Edificacion vivienda 2025 parcelas urbanas | Total [n],Edificacion vivienda 2025 parcelas urbanas | <=100m2 [n],Edificacion vivienda 2025 parcelas urbanas | 101_500m2 [n],Edificacion vivienda 2025 parcelas urbanas | 501_1000m2 [n],Edificacion vivienda 2025 parcelas urbanas | 1001_10000m2 [n],Edificacion vivienda 2025 parcelas urbanas | >10000m2 [n],Edificacion vivienda 2025 parcelas urbanas | Superficie total [m2],Edificacion vivienda 2025 valor catastral medio | Valor suelo medio [EUR],Edificacion vivienda 2025 valor catastral medio | Valor construccion medio [EUR],Edificacion vivienda 2025 valor catastral medio | Valor total medio [EUR],Edificacion vivienda 2025 valor catastral medio | Valor medio m2 [EUR],Medio ambiente 2024 | Juegos infantiles zonas [n],Medio ambiente 2024 | Juegos infantiles elementos [n],Medio ambiente 2024 | Juegos infantiles superficie [m2],Cultura y Ocio 2025 | Clubs federados [n],Medio ambiente 2024 | Escombros contenedores total [n],Medio ambiente 2024 | Escombros contenedores enero [n],Medio ambiente 2024 | Escombros contenedores febrero [n],Medio ambiente 2024 | Escombros contenedores marzo [n],Medio ambiente 2024 | Escombros contenedores abril [n],Medio ambiente 2024 | Escombros contenedores mayo [n],Medio ambiente 2024 | Escombros contenedores junio [n],Medio ambiente 2024 | Escombros contenedores julio [n],Medio ambiente 2024 | Escombros contenedores agosto [n],Medio ambiente 2024 | Escombros contenedores septiembre [n],Medio ambiente 2024 | Escombros contenedores octubre [n],Medio ambiente 2024 | Escombros contenedores noviembre [n],Medio ambiente 2024 | Escombros contenedores diciembre [n],"Recursos municipales - Centros escolares, mercados y locales publicos construidos [m2_por_1000_hab]","Recursos municipales - Centros escolares, mercados y locales publicos valor [EUR_por_1000_hab]",Recursos municipales - Patrimonio y suelo municipal construidos [m2_por_1000_hab],Recursos municipales - Patrimonio y suelo municipal valor [EUR_por_1000_hab],Recursos municipales - Otros edificios construidos [m2_por_1000_hab],Recursos municipales - Otros edificios valor [EUR_por_1000_hab],Recursos municipales 2024 | Sugerencias quejas y reclamaciones [%],Policia local - Trafico y movilidad [por_1000_hab],Policia local - Seguridad y vigilancia [por_1000_hab],Policia local - Control administrativo y espacio publico [por_1000_hab],Policia local - Atencion e incidencias humanitario-riesgo [por_1000_hab],Bomberos - Rescate y asistencia [por_1000_hab],Bomberos - Incendios y alertas de riesgo [por_1000_hab],Consumo publico - Agua [litros_hab_dia],Consumo publico - Alumbrado publico [kWh_por_km2],Consumo publico - Pasos inferiores potencia instalada [kW_por_km2],Consumo publico - Monumentos potencia instalada [kW_por_km2],Educacion - Alumnado infantil [por_1000_hab],Educacion - Alumnado publico infantil [%],Educacion - Alumnado extranjero infantil [%],Educacion - Alumnado por unidad infantil [media],Educacion - Alumnado primaria [por_1000_hab],Educacion - Alumnado publico primaria [%],Educacion - Alumnado extranjero primaria [%],Educacion - Alumnado por unidad primaria [media],Educacion - Alumnado ESO [por_1000_hab],Educacion - Alumnado publico ESO [%],Educacion - Alumnado extranjero ESO [%],Educacion - Alumnado por unidad ESO [media],Educacion - Alumnado bachillerato [por_1000_hab],Educacion - Alumnado publico bachillerato [%],Educacion - Alumnado extranjero bachillerato [%],Educacion - Alumnado por unidad bachillerato [media],Educacion - Alumnado FP grado medio [por_1000_hab],Educacion - Alumnado publico FP grado medio [%],Educacion - Alumnado extranjero FP grado medio [%],Educacion - Alumnado por unidad FP grado medio [media],Educacion - Alumnado FP grado superior [por_1000_hab],Educacion - Alumnado publico FP grado superior [%],Educacion - Alumnado extranjero FP grado superior [%],Educacion - Alumnado por unidad FP grado superior [media],Educacion - PAU media [nota],Educacion - PAU alumnado apto [%],Educacion - PAU diferencia expediente-PAU [nota],Educacion - PAU alumnado presentado sobre matriculado [%]
__categoria__,CATEGORIA,Urbanismo e infraestructuras,"Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia",Urbanismo e infraestructuras,Urbanismo e infraestructuras,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Otros,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Economia,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Transporte,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Transporte,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Educacion,Educacion,Educacion,Medio Ambiente,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Sociedad y Bienestar,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Transporte,Seguridad,Seguridad,"Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia",Urbanismo e infraestructuras,Urbanismo e infraestructuras,Transporte,Transporte,Transporte,Transporte,Transporte,Transporte,Educacion,Educacion,Medio Ambiente,Medio Ambiente,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Otros,Otros,Transporte,Transporte,Transporte,Transporte,Transporte,Transporte,Transporte,Transporte,Transporte,Transporte,Medio Ambiente,Medio Ambiente,Cultura y Ocio,Seguridad,Transporte,Transporte,Transporte,Transporte,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Cultura y Ocio,Cultura y Ocio,Educacion,Educacion,Seguridad,Seguridad,Transporte,Transporte,Transporte,Transporte,Medio Ambiente,Medio Ambiente,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Sociedad y Bienestar,,Educacion,Educacion,Educacion,Educacion,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Medio Ambiente,Medio Ambiente,Medio Ambiente,Cultura y Ocio,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Medio Ambiente,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Urbanismo e infraestructuras,Otros,"Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia","Movilidad, seguridad y convivencia",Medio Ambiente y servicios urbanos,Medio Ambiente y servicios urbanos,Medio Ambiente y servicios urbanos,Medio Ambiente y servicios urbanos,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion,Educacion
1,CIUTAT VELLA,"46,87","2,37","82,34","13,02","18,61","24,51","162,44","419,21","382122,44","781,7",0,0,"74,75","0,45","0,78","99,22","41,67","17,66","17,64",15,"4,89","1,72","5,09","2,23","38,97","58,8",22047,25550,"35,3","49,2","15,8","0,8","47,03","6,49","17,35","27,35","15,79","55,58","566,73","236,02","71,39","3,35","7,04","89,61","23,63","92,19","171,75","170,53","6,53","13,44","16,29","296,7","2,2","-0,05","1,98","0,9",18055,"1,7","44,4","83,5","107,8","10,39","69,79","18,3","43,99","33,4","28,37","35,66","32,21","16,28","9,78","8,84","3,35","22,29","6,92","0,33","0,8","33,4","16,01","45,3",178,"5,89","1,44","26,66","4,62","19,26","5,82","47,5","1,86","0,29","24,42","47,83","31,87","6,21","7,72","6,02","40,09","106,16","8,3","51,73","50,44",91,"92,1","15,48","0,97","3686,82","636,81","0,93","2,49","16,19","79,79","65,44","26,68","1,13","12,95","29,3","120,87","2,56","299,07","62682,55","485,18","12,77","12,16","18,35",26,"18,39","33,8","36,77","29,74","1,97","0,2","2,69","0,26","0,07","4,03","8,78","2,56","0,13","0,23","0,03","0,2","0,07","0,16","0,2","0,16","0,33","0,03","0,13","0,1","0,13","13,3","7,83","65,3","33171,92","0,9","22,9","0,9","16,3","39,89","250,28","2,73","23,51","0,47",,"29,67",EL CARME,10,"2,29","1,25","0,07","0,2","0,72","0,07",0,0,0,"1,19","0,01",28,"13,62",5,2,4,11,"22,62","1,42","15,48","0,97","511,9","32,19","23,21","1,46","16,67","1,05","2,98","0,19","1,19","0,07","2,38","0,15","6,55","0,41",54,2,180,256,36,748,"6,75","9,44",2,"32,14","2,02","1,19","0,07","107,14","6,74","8,33","0,52","152,38","9,58","21,43","1,35","445,24",28,"1,19","0,07","245,83","15,46","3,2","18,21","42,53","10,62",169,1690000,"1,69","169,0",30510.0,"0,06","6,31","16,98","76,65","3040,75","48,02","7,35","17,62","102,49","0,1",0,"0,1","0,1","0,23",0,"0,23","0,36","640,02","352,34","112,78","67,29","6,52","27,6","70,6","10,68","22,65","26,36","40,31",19210,2485,3019,3048,2569,3030,2948,2111,373440,279,138,126,12,3,0,43138,"33938,39","31009,49","64947,88","529,5",22,61,1468,58,258,20,12,21,30,11,20,19,9,29,57,14,16,"252,8","345962,09","102,63","97515,93","128,1","113924,82","5,2","179,09","341,07","264,27","251,03","14,26","4,03","232,2","6970,53","0,31","0,72","18,65","11,95","19,33","19,6","33,99","13,79","20,06","22,5","44,22","46,18","14,97",25,"32,06","72,39","11,66","27,9","34,58",100,"12,8",24,"30,06",100,"12,43","23,5","6,39","94,9","1,3","99,16"
